arm,bank_id,prompt,repeat,sensor_id,severity,spike_value,summary,fallback,attempts,latency_ms,input_tokens,output_tokens,replicated
llama3_2_3b__production,L05,coolant flow on Machine 5 is down about 3 percent from baseline,2,W3,LOW,0.57,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue,False,1,11729.063272476196,1627,77,True
llama3_2_3b__production,L06,"Machine 1 ka bearing thoda sa garam lag raha hai, abhi chinta ki baat nahi",0,Xs2,MEDIUM,0.73,[llama3.2:3b] Bearing temperature slightly elevated,False,1,8473.697900772095,1637,57,False
llama3_2_3b__production,L06,"Machine 1 ka bearing thoda sa garam lag raha hai, abhi chinta ki baat nahi",1,Xs2,MEDIUM,0.73,[llama3.2:3b] Bearing temperature slightly elevated,False,1,8473.697900772095,1637,57,True
llama3_2_3b__production,L06,"Machine 1 ka bearing thoda sa garam lag raha hai, abhi chinta ki baat nahi",2,Xs2,MEDIUM,0.73,[llama3.2:3b] Bearing temperature slightly elevated,False,1,8473.697900772095,1637,57,True
llama3_2_3b__production,L07,"m2 motor temp up 2C vs yesterday, keep an eye on it",0,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing elevated reading,False,1,8917.881488800049,1629,60,False
llama3_2_3b__production,L07,"m2 motor temp up 2C vs yesterday, keep an eye on it",1,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing elevated reading,False,1,8917.881488800049,1629,60,True
llama3_2_3b__production,L07,"m2 motor temp up 2C vs yesterday, keep an eye on it",2,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing elevated reading,False,1,8917.881488800049,1629,60,True
llama3_2_3b__production,L08,"no rupture or leak on Machine 3, just a slight dip in oil pressure",0,Xs4,LOW,0.58,[llama3.2:3b] Oil pressure sensor Xs4 showing slight drop — possible minor wear or degradation.,False,1,10658.864498138428,1629,68,False
llama3_2_3b__production,L08,"no rupture or leak on Machine 3, just a slight dip in oil pressure",1,Xs4,LOW,0.58,[llama3.2:3b] Oil pressure sensor Xs4 showing slight drop — possible minor wear or degradation.,False,1,10658.864498138428,1629,68,True
llama3_2_3b__production,L08,"no rupture or leak on Machine 3, just a slight dip in oil pressure",2,Xs4,LOW,0.58,[llama3.2:3b] Oil pressure sensor Xs4 showing slight drop — possible minor wear or degradation.,False,1,10658.864498138428,1629,68,True
llama3_2_3b__production,L09,Machine 4 spindle sounds a little louder than usual toward the end of each shift,0,Xs6,MEDIUM,0.73,[llama3.2:3b] Spindle load sensor Xs6 showing slight increase — possible tool wear or vibration,False,1,12373.49557876587,1629,80,False
llama3_2_3b__production,L09,Machine 4 spindle sounds a little louder than usual toward the end of each shift,1,Xs6,MEDIUM,0.73,[llama3.2:3b] Spindle load sensor Xs6 showing slight increase — possible tool wear or vibration,False,1,12373.49557876587,1629,80,True
llama3_2_3b__production,L09,Machine 4 spindle sounds a little louder than usual toward the end of each shift,2,Xs6,MEDIUM,0.73,[llama3.2:3b] Spindle load sensor Xs6 showing slight increase — possible tool wear or vibration,False,1,12373.49557876587,1629,80,True
llama3_2_3b__production,L10,Machine 5 current draw is 4 percent above its typical value,0,Xs11,MEDIUM,0.73,[llama3.2:3b] Current draw Xs11 is elevated — possible motor issue,False,1,11771.46601676941,1626,77,False
llama3_2_3b__production,L10,Machine 5 current draw is 4 percent above its typical value,1,Xs11,MEDIUM,0.73,[llama3.2:3b] Current draw Xs11 is elevated — possible motor issue,False,1,11771.46601676941,1626,77,True
llama3_2_3b__production,L10,Machine 5 current draw is 4 percent above its typical value,2,Xs11,MEDIUM,0.73,[llama3.2:3b] Current draw Xs11 is elevated — possible motor issue,False,1,11771.46601676941,1626,77,True
llama3_2_3b__production,L11,"Machine 1 bearing grease looked a bit dark at the last check, temperature still normal",0,Xs2,MEDIUM,0.73,[llama3.2:3b] Bearing temperature sensor Xs2 showing slight elevation — possible bearing grease degradation.,False,1,10502.573490142822,1630,69,False
llama3_2_3b__production,L11,"Machine 1 bearing grease looked a bit dark at the last check, temperature still normal",1,Xs2,MEDIUM,0.73,[llama3.2:3b] Bearing temperature sensor Xs2 showing slight elevation — possible bearing grease degradation.,False,1,10502.573490142822,1630,69,True
llama3_2_3b__production,L11,"Machine 1 bearing grease looked a bit dark at the last check, temperature still normal",2,Xs2,MEDIUM,0.73,[llama3.2:3b] Bearing temperature sensor Xs2 showing slight elevation — possible bearing grease degradation.,False,1,10502.573490142822,1630,69,True
llama3_2_3b__production,L12,"Machine 2 is nowhere near a shutdown, the motor is only a degree or two warm",0,Xs3,MEDIUM,0.68,[llama3.2:3b] Motor temperature sensor Xs3 showing slight elevation — possible minor overheating,False,1,10058.209896087646,1631,68,False
llama3_2_3b__production,L12,"Machine 2 is nowhere near a shutdown, the motor is only a degree or two warm",1,Xs3,MEDIUM,0.68,[llama3.2:3b] Motor temperature sensor Xs3 showing slight elevation — possible minor overheating,False,1,10058.209896087646,1631,68,True
llama3_2_3b__production,L12,"Machine 2 is nowhere near a shutdown, the motor is only a degree or two warm",2,Xs3,MEDIUM,0.68,[llama3.2:3b] Motor temperature sensor Xs3 showing slight elevation — possible minor overheating,False,1,10058.209896087646,1631,68,True
llama3_2_3b__production,L13,"Machine 3 needed one extra second per cycle today, everything else looks fine",0,W1,MEDIUM,0.73,[llama3.2:3b] Feed rate sensor W1 showing slight fluctuation — possible minor production issue,False,1,9918.240785598755,1628,67,False
llama3_2_3b__production,L13,"Machine 3 needed one extra second per cycle today, everything else looks fine",1,W1,MEDIUM,0.73,[llama3.2:3b] Feed rate sensor W1 showing slight fluctuation — possible minor production issue,False,1,9918.240785598755,1628,67,True
llama3_2_3b__production,L13,"Machine 3 needed one extra second per cycle today, everything else looks fine",2,W1,MEDIUM,0.73,[llama3.2:3b] Feed rate sensor W1 showing slight fluctuation — possible minor production issue,False,1,9918.240785598755,1628,67,True
llama3_2_3b__production,L14,"Machine 4 mein halka sa vibration hai, production normal chal raha hai",0,Xs0,MEDIUM,0.58,[llama3.2:3b] Machine 4 showing slight vibration — normal production continues,False,1,9396.627187728882,1630,64,False
llama3_2_3b__production,L14,"Machine 4 mein halka sa vibration hai, production normal chal raha hai",1,Xs0,MEDIUM,0.58,[llama3.2:3b] Machine 4 showing slight vibration — normal production continues,False,1,9396.627187728882,1630,64,True
llama3_2_3b__production,L14,"Machine 4 mein halka sa vibration hai, production normal chal raha hai",2,Xs0,MEDIUM,0.58,[llama3.2:3b] Machine 4 showing slight vibration — normal production continues,False,1,9396.627187728882,1630,64,True
llama3_2_3b__production,M01,"Machine 1 bearing is running hot, needs looking at this shift",0,Xs2,MEDIUM,0.83,[llama3.2:3b] Bearing temperature sensor Xs2 showing elevated reading — possible bearing overheating,False,1,10018.078565597534,1626,67,False
llama3_2_3b__production,M01,"Machine 1 bearing is running hot, needs looking at this shift",1,Xs2,MEDIUM,0.83,[llama3.2:3b] Bearing temperature sensor Xs2 showing elevated reading — possible bearing overheating,False,1,10018.078565597534,1626,67,True
llama3_2_3b__production,M01,"Machine 1 bearing is running hot, needs looking at this shift",2,Xs2,MEDIUM,0.83,[llama3.2:3b] Bearing temperature sensor Xs2 showing elevated reading — possible bearing overheating,False,1,10018.078565597534,1626,67,True
llama3_2_3b__production,M02,Machine 2 motor temperature keeps climbing and the operator had to slow the line,0,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature Xs3 showing elevated reading — possible overheating,False,1,11505.159139633179,1628,76,False
llama3_2_3b__production,M02,Machine 2 motor temperature keeps climbing and the operator had to slow the line,1,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature Xs3 showing elevated reading — possible overheating,False,1,11505.159139633179,1628,76,True
llama3_2_3b__production,M02,Machine 2 motor temperature keeps climbing and the operator had to slow the line,2,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature Xs3 showing elevated reading — possible overheating,False,1,11505.159139633179,1628,76,True
llama3_2_3b__production,M03,oil pressure on Machine 3 dropped 25 percent over the last hour,0,Xs4,LOW,0.57,[llama3.2:3b] Oil pressure on Machine 3 showing slight drop — possible minor leak or contamination,False,1,11446.72155380249,1627,78,False
llama3_2_3b__production,M03,oil pressure on Machine 3 dropped 25 percent over the last hour,1,Xs4,LOW,0.57,[llama3.2:3b] Oil pressure on Machine 3 showing slight drop — possible minor leak or contamination,False,1,11446.72155380249,1627,78,True
llama3_2_3b__production,M03,oil pressure on Machine 3 dropped 25 percent over the last hour,2,Xs4,LOW,0.57,[llama3.2:3b] Oil pressure on Machine 3 showing slight drop — possible minor leak or contamination,False,1,11446.72155380249,1627,78,True
llama3_2_3b__production,M04,Machine 4 is shaking noticeably and the parts are coming out rough,0,Xs0,MEDIUM,0.83,[llama3.2:3b] Machine 4 is experiencing noticeable vibration and rough part production,False,1,11239.866971969604,1626,75,False
llama3_2_3b__production,M04,Machine 4 is shaking noticeably and the parts are coming out rough,1,Xs0,MEDIUM,0.83,[llama3.2:3b] Machine 4 is experiencing noticeable vibration and rough part production,False,1,11239.866971969604,1626,75,True
llama3_2_3b__production,M04,Machine 4 is shaking noticeably and the parts are coming out rough,2,Xs0,MEDIUM,0.83,[llama3.2:3b] Machine 4 is experiencing noticeable vibration and rough part production,False,1,11239.866971969604,1626,75,True
llama3_2_3b__production,M05,coolant is pooling under Machine 5 and flow to the cutter is reduced,0,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated drop — possible coolant leak,False,1,11261.277914047241,1627,76,False
llama3_2_3b__production,M05,coolant is pooling under Machine 5 and flow to the cutter is reduced,1,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated drop — possible coolant leak,False,1,11261.277914047241,1627,76,True
llama3_2_3b__production,M05,coolant is pooling under Machine 5 and flow to the cutter is reduced,2,W3,MEDIUM,0.83,[llama3.2:3b] Coolant flow sensor W3 showing elevated drop — possible coolant leak,False,1,11261.277914047241,1627,76,True
llama3_2_3b__production,M06,Machine 1 bearing temperature is well above where it normally sits,0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature is well above normal,False,1,10357.078552246094,1625,70,False
llama3_2_3b__production,M06,Machine 1 bearing temperature is well above where it normally sits,1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature is well above normal,False,1,10357.078552246094,1625,70,True
llama3_2_3b__production,M06,Machine 1 bearing temperature is well above where it normally sits,2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature is well above normal,False,1,10357.078552246094,1625,70,True
llama3_2_3b__production,M07,"Machine 2 ka motor kaafi garam ho raha hai, check karna padega",0,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible overheating issue,False,1,10011.932134628296,1632,66,False
llama3_2_3b__production,M07,"Machine 2 ka motor kaafi garam ho raha hai, check karna padega",1,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible overheating issue,False,1,10011.932134628296,1632,66,True
llama3_2_3b__production,M07,"Machine 2 ka motor kaafi garam ho raha hai, check karna padega",2,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible overheating issue,False,1,10011.932134628296,1632,66,True
llama3_2_3b__production,M08,"M3 oil press low again, topping up didnt fix it",0,Xs4,LOW,0.58,[llama3.2:3b] Oil pressure sensor Xs4 showing low value — possible leak or seal issue,False,1,10354.142427444458,1625,68,False
llama3_2_3b__production,M08,"M3 oil press low again, topping up didnt fix it",1,Xs4,LOW,0.58,[llama3.2:3b] Oil pressure sensor Xs4 showing low value — possible leak or seal issue,False,1,10354.142427444458,1625,68,True
llama3_2_3b__production,M08,"M3 oil press low again, topping up didnt fix it",2,Xs4,LOW,0.58,[llama3.2:3b] Oil pressure sensor Xs4 showing low value — possible leak or seal issue,False,1,10354.142427444458,1625,68,True
llama3_2_3b__production,M09,vibration on Machine 4 has doubled since the morning inspection,0,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration on Machine 4 has increased,False,1,10748.224258422852,1624,72,False
llama3_2_3b__production,M09,vibration on Machine 4 has doubled since the morning inspection,1,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration on Machine 4 has increased,False,1,10748.224258422852,1624,72,True
llama3_2_3b__production,M09,vibration on Machine 4 has doubled since the morning inspection,2,Xs0,MEDIUM,0.83,[llama3.2:3b] Vibration on Machine 4 has increased,False,1,10748.224258422852,1624,72,True
llama3_2_3b__production,M10,"nothing catastrophic yet, but Machine 5 motor current is running well above normal all shift",0,Xs11,MEDIUM,0.83,[llama3.2:3b] Machine 5 motor current is running above normal all shift,False,1,9561.492919921875,1630,65,False
llama3_2_3b__production,M10,"nothing catastrophic yet, but Machine 5 motor current is running well above normal all shift",1,Xs11,MEDIUM,0.83,[llama3.2:3b] Machine 5 motor current is running above normal all shift,False,1,9561.492919921875,1630,65,True
llama3_2_3b__production,M10,"nothing catastrophic yet, but Machine 5 motor current is running well above normal all shift",2,Xs11,MEDIUM,0.83,[llama3.2:3b] Machine 5 motor current is running above normal all shift,False,1,9561.492919921875,1630,65,True
llama3_2_3b__production,M11,Machine 1 spindle keeps loading up and tripping the overload about once an hour,0,Xs6,MEDIUM,0.83,[llama3.2:3b] Spindle load Xs6 showing frequent spikes — possible tool or machine issue,False,1,12154.247760772705,1629,79,False
llama3_2_3b__production,M11,Machine 1 spindle keeps loading up and tripping the overload about once an hour,1,Xs6,MEDIUM,0.83,[llama3.2:3b] Spindle load Xs6 showing frequent spikes — possible tool or machine issue,False,1,12154.247760772705,1629,79,True
llama3_2_3b__production,M11,Machine 1 spindle keeps loading up and tripping the overload about once an hour,2,Xs6,MEDIUM,0.83,[llama3.2:3b] Spindle load Xs6 showing frequent spikes — possible tool or machine issue,False,1,12154.247760772705,1629,79,True
llama3_2_3b__production,M12,Machine 2 is throwing out more rejects since the torque readings started climbing,0,Xs7,MEDIUM,0.83,[llama3.2:3b] Torque readings Xs7 showing elevated values — possible mechanical stress or overload,False,1,11978.856086730957,1627,79,False
llama3_2_3b__production,M12,Machine 2 is throwing out more rejects since the torque readings started climbing,1,Xs7,MEDIUM,0.83,[llama3.2:3b] Torque readings Xs7 showing elevated values — possible mechanical stress or overload,False,1,11978.856086730957,1627,79,True
llama3_2_3b__production,M12,Machine 2 is throwing out more rejects since the torque readings started climbing,2,Xs7,MEDIUM,0.83,[llama3.2:3b] Torque readings Xs7 showing elevated values — possible mechanical stress or overload,False,1,11978.856086730957,1627,79,True
llama3_2_3b__production,M13,Machine 3 ka oil pressure baar baar gir raha hai,0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure Xs4 showing elevated value — possible lube pressure issue,False,1,12097.003936767578,1627,78,False
llama3_2_3b__production,M13,Machine 3 ka oil pressure baar baar gir raha hai,1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure Xs4 showing elevated value — possible lube pressure issue,False,1,12097.003936767578,1627,78,True
llama3_2_3b__production,M13,Machine 3 ka oil pressure baar baar gir raha hai,2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure Xs4 showing elevated value — possible lube pressure issue,False,1,12097.003936767578,1627,78,True
llama3_2_3b__production,M14,"Machine 4 bearing is hot but it is not an emergency, we can finish the batch first",0,Xs2,MEDIUM,0.73,"[llama3.2:3b] Bearing temperature Xs2 showing elevated reading — possible overheating, but batch can be completed first",False,1,11288.28239440918,1632,74,False
llama3_2_3b__production,M14,"Machine 4 bearing is hot but it is not an emergency, we can finish the batch first",1,Xs2,MEDIUM,0.73,"[llama3.2:3b] Bearing temperature Xs2 showing elevated reading — possible overheating, but batch can be completed first",False,1,11288.28239440918,1632,74,True
llama3_2_3b__production,M14,"Machine 4 bearing is hot but it is not an emergency, we can finish the batch first",2,Xs2,MEDIUM,0.73,"[llama3.2:3b] Bearing temperature Xs2 showing elevated reading — possible overheating, but batch can be completed first",False,1,11288.28239440918,1632,74,True
llama3_2_3b__production,H01,"Machine 1 bearing is cooked, there is metal dust all over the housing",0,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing extreme spike — possible bearing failure,False,1,12159.30461883545,1628,77,False
llama3_2_3b__production,H01,"Machine 1 bearing is cooked, there is metal dust all over the housing",1,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing extreme spike — possible bearing failure,False,1,12159.30461883545,1628,77,True
llama3_2_3b__production,H01,"Machine 1 bearing is cooked, there is metal dust all over the housing",2,Xs2,HIGH,0.97,[llama3.2:3b] Bearing temperature sensor Xs2 showing extreme spike — possible bearing failure,False,1,12159.30461883545,1628,77,True
llama3_2_3b__production,H02,"Machine 2 motor tripped and will not restart, the windings smell scorched",0,W0,HIGH,0.97,[llama3.2:3b] Motor RPM sensor W0 showing severe spike — possible motor failure due to overheating,False,1,10223.761558532715,1630,66,False
llama3_2_3b__production,H02,"Machine 2 motor tripped and will not restart, the windings smell scorched",1,W0,HIGH,0.97,[llama3.2:3b] Motor RPM sensor W0 showing severe spike — possible motor failure due to overheating,False,1,10223.761558532715,1630,66,True
llama3_2_3b__production,H02,"Machine 2 motor tripped and will not restart, the windings smell scorched",2,W0,HIGH,0.97,[llama3.2:3b] Motor RPM sensor W0 showing severe spike — possible motor failure due to overheating,False,1,10223.761558532715,1630,66,True
llama3_2_3b__production,H03,oil is spraying out of a split hose on Machine 3 and pressure has gone to zero,0,Xs4,HIGH,0.98,[llama3.2:3b] Oil pressure sensor Xs4 showing catastrophic spike — possible split hose failure,False,1,11744.704246520996,1631,77,False
llama3_2_3b__production,H03,oil is spraying out of a split hose on Machine 3 and pressure has gone to zero,1,Xs4,HIGH,0.98,[llama3.2:3b] Oil pressure sensor Xs4 showing catastrophic spike — possible split hose failure,False,1,11744.704246520996,1631,77,True
llama3_2_3b__production,H03,oil is spraying out of a split hose on Machine 3 and pressure has gone to zero,2,Xs4,HIGH,0.98,[llama3.2:3b] Oil pressure sensor Xs4 showing catastrophic spike — possible split hose failure,False,1,11744.704246520996,1631,77,True
llama3_2_3b__production,H04,Machine 4 threw a bearing and the spindle is locked solid,0,Xs2,HIGH,0.97,[llama3.2:3b] Bearing fault detected — spindle locked solid,False,1,10619.445085525513,1625,71,False
llama3_2_3b__production,H04,Machine 4 threw a bearing and the spindle is locked solid,1,Xs2,HIGH,0.97,[llama3.2:3b] Bearing fault detected — spindle locked solid,False,1,10619.445085525513,1625,71,True
llama3_2_3b__production,H04,Machine 4 threw a bearing and the spindle is locked solid,2,Xs2,HIGH,0.97,[llama3.2:3b] Bearing fault detected — spindle locked solid,False,1,10619.445085525513,1625,71,True
llama3_2_3b__production,H05,Machine 5 coolant flow is reading zero and the cutting head is glowing red,0,W3,HIGH,0.98,[llama3.2:3b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,11851.672649383545,1628,79,False
llama3_2_3b__production,H05,Machine 5 coolant flow is reading zero and the cutting head is glowing red,1,W3,HIGH,0.98,[llama3.2:3b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,11851.672649383545,1628,79,True
llama3_2_3b__production,H05,Machine 5 coolant flow is reading zero and the cutting head is glowing red,2,W3,HIGH,0.98,[llama3.2:3b] Coolant flow sensor W3 showing severe drop — possible pump seal failure.,False,1,11851.672649383545,1628,79,True
llama3_2_3b__production,H06,"Machine 1 ka motor poori tarah jal gaya hai, bilkul nahi chal raha",0,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing severe spike — possible motor failure,False,1,9276.873588562012,1635,62,False
llama3_2_3b__production,H06,"Machine 1 ka motor poori tarah jal gaya hai, bilkul nahi chal raha",1,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing severe spike — possible motor failure,False,1,9276.873588562012,1635,62,True
llama3_2_3b__production,H06,"Machine 1 ka motor poori tarah jal gaya hai, bilkul nahi chal raha",2,W0,HIGH,0.98,[llama3.2:3b] Motor RPM sensor W0 showing severe spike — possible motor failure,False,1,9276.873588562012,1635,62,True
llama3_2_3b__production,H07,M2 bearing gone. grinding noise then a bang. line down,0,Xs2,HIGH,0.97,[llama3.2:3b] Bearing Xs2 showing severe spike — possible catastrophic failure,False,1,10341.214656829834,1626,69,False
llama3_2_3b__production,H07,M2 bearing gone. grinding noise then a bang. line down,1,Xs2,HIGH,0.97,[llama3.2:3b] Bearing Xs2 showing severe spike — possible catastrophic failure,False,1,10341.214656829834,1626,69,True
llama3_2_3b__production,H07,M2 bearing gone. grinding noise then a bang. line down,2,Xs2,HIGH,0.97,[llama3.2:3b] Bearing Xs2 showing severe spike — possible catastrophic failure,False,1,10341.214656829834,1626,69,True
llama3_2_3b__production,H08,"we had to pull the plug on Machine 3, the pump housing cracked and oil is everywhere",0,Xs4,HIGH,0.98,[llama3.2:3b] Oil pressure sensor Xs4 showing extreme spike — pump housing cracked,False,1,12171.23007774353,1632,79,False
llama3_2_3b__production,H08,"we had to pull the plug on Machine 3, the pump housing cracked and oil is everywhere",1,Xs4,HIGH,0.98,[llama3.2:3b] Oil pressure sensor Xs4 showing extreme spike — pump housing cracked,False,1,12171.23007774353,1632,79,True
llama3_2_3b__production,H08,"we had to pull the plug on Machine 3, the pump housing cracked and oil is everywhere",2,Xs4,HIGH,0.98,[llama3.2:3b] Oil pressure sensor Xs4 showing extreme spike — pump housing cracked,False,1,12171.23007774353,1632,79,True
llama3_2_3b__production,H09,"Machine 4 gearbox has let go, the teeth are sheared off",0,Xs7,HIGH,0.97,[llama3.2:3b] Torque sensor Xs7 showing severe spike — gearbox failure,False,1,10031.669855117798,1627,63,False
llama3_2_3b__production,H09,"Machine 4 gearbox has let go, the teeth are sheared off",1,Xs7,HIGH,0.97,[llama3.2:3b] Torque sensor Xs7 showing severe spike — gearbox failure,False,1,10031.669855117798,1627,63,True
llama3_2_3b__production,H09,"Machine 4 gearbox has let go, the teeth are sheared off",2,Xs7,HIGH,0.97,[llama3.2:3b] Torque sensor Xs7 showing severe spike — gearbox failure,False,1,10031.669855117798,1627,63,True
llama3_2_3b__production,H10,Machine 5 motor temperature went past 180 C in under a minute and the breaker kicked out,0,Xs3,HIGH,0.93,[llama3.2:3b] Motor temperature Xs3 spiked to over 180 C and tripped the breaker,False,1,12911.076545715332,1632,79,False
llama3_2_3b__production,H10,Machine 5 motor temperature went past 180 C in under a minute and the breaker kicked out,1,Xs3,HIGH,0.93,[llama3.2:3b] Motor temperature Xs3 spiked to over 180 C and tripped the breaker,False,1,12911.076545715332,1632,79,True
llama3_2_3b__production,H10,Machine 5 motor temperature went past 180 C in under a minute and the breaker kicked out,2,Xs3,HIGH,0.93,[llama3.2:3b] Motor temperature Xs3 spiked to over 180 C and tripped the breaker,False,1,12911.076545715332,1632,79,True
llama3_2_3b__production,H11,"Machine 1 bearing is in a pretty bad way, I would not run it for another minute",0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — imminent bearing failure,False,1,10373.709440231323,1632,65,False
llama3_2_3b__production,H11,"Machine 1 bearing is in a pretty bad way, I would not run it for another minute",1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — imminent bearing failure,False,1,10373.709440231323,1632,65,True
llama3_2_3b__production,H11,"Machine 1 bearing is in a pretty bad way, I would not run it for another minute",2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — imminent bearing failure,False,1,10373.709440231323,1632,65,True
llama3_2_3b__production,H12,the small vibration on Machine 2 turned into the rotor tearing loose from its mount,0,Xs0,HIGH,0.97,[llama3.2:3b] Vibration Xs0 showing severe spike — rotor loose from mount,False,1,12654.863357543945,1629,76,False
llama3_2_3b__production,H12,the small vibration on Machine 2 turned into the rotor tearing loose from its mount,1,Xs0,HIGH,0.97,[llama3.2:3b] Vibration Xs0 showing severe spike — rotor loose from mount,False,1,12654.863357543945,1629,76,True
llama3_2_3b__production,H12,the small vibration on Machine 2 turned into the rotor tearing loose from its mount,2,Xs0,HIGH,0.97,[llama3.2:3b] Vibration Xs0 showing severe spike — rotor loose from mount,False,1,12654.863357543945,1629,76,True
llama3_2_3b__production,H13,"Machine 3 ka shaft toot gaya, machine band karni padi",0,W0,HIGH,0.97,[llama3.2:3b] Machine 3 shaft stopped completely — machine stopped,False,1,8813.058376312256,1630,59,False
