arm,bank_id,prompt,repeat,sensor_id,severity,spike_value,summary,fallback,attempts,latency_ms,input_tokens,output_tokens
llama3_2_3b__production,A01-hinglish,"Machine 1 ke bearing mein thoda sa khel hai, abhi chalne do",1,Xs2,MEDIUM,0.73,[llama3.2:3b] Bearing temperature sensor Xs2 showing slight elevation — possible bearing wear,False,1,8791.309118270874,1632,66
llama3_2_3b__production,A01-hinglish,"Machine 1 ke bearing mein thoda sa khel hai, abhi chalne do",2,Xs2,MEDIUM,0.73,[llama3.2:3b] Bearing temperature sensor Xs2 showing slight elevation — possible bearing wear,False,1,8699.674129486084,1632,66
llama3_2_3b__production,A01-sms,"M1 bearing tiny play, ok for now, check next PM",0,Xs2,LOW,0.59,"[llama3.2:3b] Bearing Xs2 showing slight play, acceptable for now, recommended to check next PM",False,1,9102.848529815674,1626,71
llama3_2_3b__production,A01-sms,"M1 bearing tiny play, ok for now, check next PM",1,Xs2,LOW,0.59,"[llama3.2:3b] Bearing Xs2 showing slight play, acceptable for now, recommended to inspect next PM",False,1,10339.308261871338,1626,71
llama3_2_3b__production,A01-sms,"M1 bearing tiny play, ok for now, check next PM",2,Xs2,LOW,0.59,"[llama3.2:3b] Bearing Xs2 showing slight play, acceptable for now, recommended to inspect next PM",False,1,9972.82338142395,1626,71
llama3_2_3b__production,A02-original,slight motor temp drift on Machine 2,0,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature sensor Xs3 showing slight elevation — possible minor motor degradation,False,1,10987.605810165405,1621,80
llama3_2_3b__production,A02-original,slight motor temp drift on Machine 2,1,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature sensor Xs3 showing slight drift — possible minor motor issue,False,1,11868.619203567505,1621,80
llama3_2_3b__production,A02-original,slight motor temp drift on Machine 2,2,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature sensor Xs3 showing slight drift — possible minor motor issue,False,1,14649.700164794922,1621,80
llama3_2_3b__production,A02-shopfloor,"Machine 2 motor is running a degree or so warmer than its usual, nothing to worry about",0,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 slightly elevated — possible minor overheating,False,1,9964.221000671387,1632,66
llama3_2_3b__production,A02-shopfloor,"Machine 2 motor is running a degree or so warmer than its usual, nothing to worry about",1,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 slightly elevated — possible minor overheating,False,1,9558.851718902588,1632,66
llama3_2_3b__production,A02-shopfloor,"Machine 2 motor is running a degree or so warmer than its usual, nothing to worry about",2,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 slightly elevated — possible minor overheating,False,1,10454.107284545898,1632,66
llama3_2_3b__production,A02-consequence,"Machine 2 motor temperature has moved up by about one degree over the week, everything else normal",0,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing slight increase — possible minor overheating,False,1,9363.943099975586,1632,67
llama3_2_3b__production,A02-consequence,"Machine 2 motor temperature has moved up by about one degree over the week, everything else normal",1,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing slight increase — possible minor overheating,False,1,9588.003873825073,1632,67
llama3_2_3b__production,A02-consequence,"Machine 2 motor temperature has moved up by about one degree over the week, everything else normal",2,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing slight increase — possible minor overheating,False,1,2708997.2355365753,1632,67
llama3_2_3b__production,A02-hinglish,"Machine 2 ka motor pichhle hafte se thoda sa zyada garam chal raha hai, bas nazar rakho",0,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing slight elevation — possible minor overheating,False,1,9759.951114654541,1643,65
llama3_2_3b__production,A02-hinglish,"Machine 2 ka motor pichhle hafte se thoda sa zyada garam chal raha hai, bas nazar rakho",1,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing slight elevation — possible minor overheating,False,1,8895.193576812744,1643,65
llama3_2_3b__production,A02-hinglish,"Machine 2 ka motor pichhle hafte se thoda sa zyada garam chal raha hai, bas nazar rakho",2,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing slight elevation — possible minor overheating,False,1,8133.254766464233,1643,65
llama3_2_3b__production,A02-sms,"M2 motor temp +1C this week, just watch it",0,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing slight increase — monitor closely,False,1,7355.158567428589,1626,65
llama3_2_3b__production,A02-sms,"M2 motor temp +1C this week, just watch it",1,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing slight increase,False,1,7351.340770721436,1626,60
llama3_2_3b__production,A02-sms,"M2 motor temp +1C this week, just watch it",2,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing slight increase,False,1,7734.610795974731,1626,60
llama3_2_3b__production,A03-original,subtle pressure creep on Machine 3,0,Xs4,MEDIUM,0.63,[llama3.2:3b] Oil pressure sensor Xs4 showing slight increase — possible minor leak or wear,False,1,8738.208532333374,1620,69
llama3_2_3b__production,A03-original,subtle pressure creep on Machine 3,1,Xs4,MEDIUM,0.63,[llama3.2:3b] Oil pressure sensor Xs4 showing slight increase — possible minor leak or wear,False,1,8763.554096221924,1620,69
llama3_2_3b__production,A03-original,subtle pressure creep on Machine 3,2,Xs4,MEDIUM,0.63,[llama3.2:3b] Oil pressure sensor Xs4 showing slight increase — possible minor leak or wear,False,1,10233.642101287842,1620,69
llama3_2_3b__production,A03-shopfloor,"Machine 3 oil pressure needle has moved a touch off its usual spot, still in the green",0,Xs4,LOW,0.63,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation — possible minor issue with lubricant system,False,1,8348.562955856323,1632,71
llama3_2_3b__production,A03-shopfloor,"Machine 3 oil pressure needle has moved a touch off its usual spot, still in the green",1,Xs4,LOW,0.63,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation — possible minor issue with lubricant system,False,1,9992.812156677246,1632,71
llama3_2_3b__production,A03-shopfloor,"Machine 3 oil pressure needle has moved a touch off its usual spot, still in the green",2,Xs4,LOW,0.63,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation — possible minor issue with lubricant system,False,1,9550.998210906982,1632,71
llama3_2_3b__production,A03-consequence,Machine 3 pressure reading is a fraction off baseline and nothing else has changed,0,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation,False,1,8941.607236862183,1628,74
llama3_2_3b__production,A03-consequence,Machine 3 pressure reading is a fraction off baseline and nothing else has changed,1,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation,False,1,9161.09037399292,1628,74
llama3_2_3b__production,A03-consequence,Machine 3 pressure reading is a fraction off baseline and nothing else has changed,2,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation,False,1,9119.47751045227,1628,74
llama3_2_3b__production,A03-hinglish,"Machine 3 ka pressure halka sa idhar udhar hai, abhi koi dikkat nahi",0,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation — possible minor issue,False,1,7550.475597381592,1634,66
llama3_2_3b__production,A03-hinglish,"Machine 3 ka pressure halka sa idhar udhar hai, abhi koi dikkat nahi",1,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation — possible minor issue,False,1,8131.123304367065,1634,66
llama3_2_3b__production,A03-hinglish,"Machine 3 ka pressure halka sa idhar udhar hai, abhi koi dikkat nahi",2,Xs4,MEDIUM,0.73,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation — possible minor issue,False,1,8134.34624671936,1634,66
llama3_2_3b__production,A03-sms,"M3 pressure a hair off baseline, in range, monitor",0,Xs4,MEDIUM,0.68,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation — monitor,False,1,7384.685754776001,1625,64
llama3_2_3b__production,A03-sms,"M3 pressure a hair off baseline, in range, monitor",1,Xs4,MEDIUM,0.66,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation — monitor,False,1,7996.784448623657,1625,64
llama3_2_3b__production,A03-sms,"M3 pressure a hair off baseline, in range, monitor",2,Xs4,MEDIUM,0.66,[llama3.2:3b] Oil pressure sensor Xs4 showing slight fluctuation — monitor,False,1,8004.440546035767,1625,64
llama3_2_3b__production,A04-original,intermittent vibration on Machine 4,0,Xs0,MEDIUM,0.73,[llama3.2:3b] Intermittent vibration detected on Machine 4 — possible imbalance or wear,False,1,7860.356092453003,1619,68
llama3_2_3b__production,A04-original,intermittent vibration on Machine 4,1,Xs0,MEDIUM,0.73,[llama3.2:3b] Intermittent vibration detected on Machine 4 — possible imbalance or wear,False,1,8568.634748458862,1619,68
llama3_2_3b__production,A04-original,intermittent vibration on Machine 4,2,Xs0,MEDIUM,0.73,[llama3.2:3b] Intermittent vibration detected on Machine 4 — possible imbalance or wear,False,1,10775.870561599731,1619,68
llama3_2_3b__production,A04-shopfloor,"Machine 4 gets a faint shudder now and then, parts still coming out clean",0,Xs0,MEDIUM,0.63,[llama3.2:3b] Vibration Xs0 showing slight fluctuation — possible minor imbalance or wear,False,1,10631.037950515747,1630,69
llama3_2_3b__production,A04-shopfloor,"Machine 4 gets a faint shudder now and then, parts still coming out clean",1,Xs0,MEDIUM,0.63,[llama3.2:3b] Vibration Xs0 showing slight fluctuation — possible minor imbalance or wear,False,1,8804.125308990479,1630,69
llama3_2_3b__production,A04-shopfloor,"Machine 4 gets a faint shudder now and then, parts still coming out clean",2,Xs0,MEDIUM,0.63,[llama3.2:3b] Vibration Xs0 showing slight fluctuation — possible minor imbalance or wear,False,1,11007.253646850586,1630,69
llama3_2_3b__production,A04-consequence,"every so often you can feel a light buzz on Machine 4, it goes away by itself and quality is fine",0,Xs12,MEDIUM,0.73,"[llama3.2:3b] Acoustic noise detected on Machine 4, possibly due to minor mechanical issue",False,1,10654.854536056519,1636,69
llama3_2_3b__production,A04-consequence,"every so often you can feel a light buzz on Machine 4, it goes away by itself and quality is fine",1,Xs12,MEDIUM,0.73,"[llama3.2:3b] Acoustic noise detected on Machine 4, possibly due to minor mechanical issue",False,1,10634.527206420898,1636,69
llama3_2_3b__production,A04-consequence,"every so often you can feel a light buzz on Machine 4, it goes away by itself and quality is fine",2,Xs12,MEDIUM,0.73,"[llama3.2:3b] Acoustic noise detected on Machine 4, possibly due to minor mechanical issue",False,1,10625.020265579224,1636,69
llama3_2_3b__production,A04-hinglish,"Machine 4 mein kabhi kabhi halki vibration aati hai, production theek hai",0,Xs0,MEDIUM,0.73,"[llama3.2:3b] Machine 4 shows slight vibration, production is okay",False,1,9521.350860595703,1632,64
llama3_2_3b__production,A04-hinglish,"Machine 4 mein kabhi kabhi halki vibration aati hai, production theek hai",1,Xs0,MEDIUM,0.73,"[llama3.2:3b] Machine 4 shows slight vibration, production is okay",False,1,9850.87776184082,1632,64
llama3_2_3b__production,A04-hinglish,"Machine 4 mein kabhi kabhi halki vibration aati hai, production theek hai",2,Xs0,MEDIUM,0.73,"[llama3.2:3b] Machine 4 shows slight vibration, production is okay",False,1,9867.853164672852,1632,64
llama3_2_3b__production,A04-sms,"M4 light vibration on and off, parts ok",0,Xs0,MEDIUM,0.73,[llama3.2:3b] Vibration X sensor showing slight fluctuation — possible minor imbalance or wear,False,1,10519.306421279907,1623,68
llama3_2_3b__production,A04-sms,"M4 light vibration on and off, parts ok",1,Xs0,MEDIUM,0.73,[llama3.2:3b] Vibration sensor Xs0 showing slight fluctuation — possible minor imbalance or wear,False,1,12164.824724197388,1623,70
llama3_2_3b__production,A04-sms,"M4 light vibration on and off, parts ok",2,Xs0,MEDIUM,0.73,[llama3.2:3b] Vibration sensor Xs0 showing slight fluctuation — possible minor imbalance or wear,False,1,11561.376094818115,1623,70
llama3_2_3b__production,A05-original,early sign of coolant flow drop on Machine 5,0,W3,LOW,0.53,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue,False,1,12731.8856716156,1623,77
llama3_2_3b__production,A05-original,early sign of coolant flow drop on Machine 5,1,W3,LOW,0.53,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue,False,1,12637.961149215698,1623,77
llama3_2_3b__production,A05-original,early sign of coolant flow drop on Machine 5,2,W3,LOW,0.53,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue,False,1,12971.0111618042,1623,77
llama3_2_3b__production,A05-shopfloor,"Machine 5 coolant flow looks a bit lazier than usual, nozzle still wetting the cut fine",0,W3,LOW,0.58,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue with coolant system,False,1,11416.788339614868,1633,68
llama3_2_3b__production,A05-shopfloor,"Machine 5 coolant flow looks a bit lazier than usual, nozzle still wetting the cut fine",1,W3,LOW,0.57,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue with coolant system,False,1,10426.945686340332,1633,68
llama3_2_3b__production,A05-shopfloor,"Machine 5 coolant flow looks a bit lazier than usual, nozzle still wetting the cut fine",2,W3,LOW,0.57,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue with coolant system,False,1,9070.106267929077,1633,68
llama3_2_3b__production,A05-consequence,coolant flow gauge on Machine 5 is reading just under its normal band and the cut is still cool,0,W3,LOW,0.68,[llama3.2:3b] Coolant flow sensor W3 reading slightly elevated — possible minor coolant leak or blockage.,False,1,11597.259759902954,1633,81
llama3_2_3b__production,A05-consequence,coolant flow gauge on Machine 5 is reading just under its normal band and the cut is still cool,1,W3,LOW,0.68,[llama3.2:3b] Coolant flow sensor W3 reading slightly elevated — possible minor coolant leak or blockage.,False,1,13485.844850540161,1633,81
llama3_2_3b__production,A05-consequence,coolant flow gauge on Machine 5 is reading just under its normal band and the cut is still cool,2,W3,LOW,0.68,[llama3.2:3b] Coolant flow sensor W3 reading slightly elevated — possible minor coolant leak or blockage.,False,1,13331.652402877808,1633,81
llama3_2_3b__production,A05-hinglish,"Machine 5 ka coolant flow thoda kam lag raha hai, abhi kaam chal raha hai",0,W3,LOW,0.57,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue with coolant flow,False,1,11222.11480140686,1636,68
llama3_2_3b__production,A05-hinglish,"Machine 5 ka coolant flow thoda kam lag raha hai, abhi kaam chal raha hai",1,W3,LOW,0.57,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue,False,1,11749.513864517212,1636,75
llama3_2_3b__production,A05-hinglish,"Machine 5 ka coolant flow thoda kam lag raha hai, abhi kaam chal raha hai",2,W3,LOW,0.57,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue,False,1,11382.71450996399,1636,75
llama3_2_3b__production,A05-sms,"M5 coolant flow just under normal, cut ok, keep an eye",0,W3,LOW,0.59,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue with coolant system.,False,1,10965.034008026123,1627,68
llama3_2_3b__production,A05-sms,"M5 coolant flow just under normal, cut ok, keep an eye",1,W3,LOW,0.59,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue,False,1,10935.857057571411,1627,63
llama3_2_3b__production,A05-sms,"M5 coolant flow just under normal, cut ok, keep an eye",2,W3,LOW,0.59,[llama3.2:3b] Coolant flow sensor W3 showing slight drop — possible minor issue,False,1,10837.312698364258,1627,63
llama3_2_3b__production,A06-original,bearing temperature spike on Machine 1,0,Xs2,HIGH,0.92,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11250.478982925415,1620,65
llama3_2_3b__production,A06-original,bearing temperature spike on Machine 1,1,Xs2,HIGH,0.92,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,11674.084424972534,1620,65
llama3_2_3b__production,A06-original,bearing temperature spike on Machine 1,2,Xs2,HIGH,0.92,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing failure,False,1,12176.08642578125,1620,65
llama3_2_3b__production,A06-shopfloor,"Machine 1 bearing got hot quickly, get someone to look at it this shift",0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing rapid increase — possible bearing overheating,False,1,7151.05414390564,1629,66
llama3_2_3b__production,A06-shopfloor,"Machine 1 bearing got hot quickly, get someone to look at it this shift",1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing rapid increase — possible bearing overheating,False,1,8001.33204460144,1629,66
llama3_2_3b__production,A06-shopfloor,"Machine 1 bearing got hot quickly, get someone to look at it this shift",2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing rapid increase — possible bearing overheating,False,1,11402.45270729065,1629,66
llama3_2_3b__production,A06-consequence,"Machine 1 bearing temperature jumped well past its usual level in the last hour, still running",0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature Xs2 showing severe spike — possible bearing failure,False,1,12368.14022064209,1631,76
llama3_2_3b__production,A06-consequence,"Machine 1 bearing temperature jumped well past its usual level in the last hour, still running",1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature Xs2 showing severe spike — possible bearing failure,False,1,13250.48851966858,1631,76
llama3_2_3b__production,A06-consequence,"Machine 1 bearing temperature jumped well past its usual level in the last hour, still running",2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature Xs2 showing severe spike — possible bearing failure,False,1,12465.157985687256,1631,76
llama3_2_3b__production,A06-hinglish,"Machine 1 ka bearing achanak bahut garam ho gaya, aaj check karwao",0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing overheating,False,1,12180.038213729858,1635,66
llama3_2_3b__production,A06-hinglish,"Machine 1 ka bearing achanak bahut garam ho gaya, aaj check karwao",1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing overheating,False,1,12865.208864212036,1635,66
llama3_2_3b__production,A06-hinglish,"Machine 1 ka bearing achanak bahut garam ho gaya, aaj check karwao",2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing severe spike — possible bearing overheating,False,1,7939.638376235962,1635,66
llama3_2_3b__production,A06-sms,"M1 bearing temp jumped, still running, need check today",0,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing sudden spike — immediate attention required,False,1,8281.841039657593,1625,65
llama3_2_3b__production,A06-sms,"M1 bearing temp jumped, still running, need check today",1,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing sudden spike — immediate attention required,False,1,9508.333206176758,1625,65
llama3_2_3b__production,A06-sms,"M1 bearing temp jumped, still running, need check today",2,Xs2,HIGH,0.93,[llama3.2:3b] Bearing temperature sensor Xs2 showing sudden spike — immediate attention required,False,1,8569.323301315308,1625,65
llama3_2_3b__production,A07-original,motor temp anomaly on Machine 2,0,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible motor overheating issue.,False,1,10046.332359313965,1620,69
llama3_2_3b__production,A07-original,motor temp anomaly on Machine 2,1,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible motor overheating issue.,False,1,10255.477905273438,1620,69
llama3_2_3b__production,A07-original,motor temp anomaly on Machine 2,2,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible motor overheating issue.,False,1,9681.705713272095,1620,69
llama3_2_3b__production,A07-shopfloor,"Machine 2 motor temperature is doing something odd, not where it should be, needs a look today",0,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible motor issue,False,1,9240.654945373535,1633,67
llama3_2_3b__production,A07-shopfloor,"Machine 2 motor temperature is doing something odd, not where it should be, needs a look today",1,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible motor issue,False,1,9710.156202316284,1633,67
llama3_2_3b__production,A07-shopfloor,"Machine 2 motor temperature is doing something odd, not where it should be, needs a look today",2,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature sensor Xs3 showing elevated reading — possible motor issue,False,1,10776.28779411316,1633,67
llama3_2_3b__production,A07-consequence,Machine 2 motor temperature keeps wandering well away from its usual reading and we had to ease off the feed,0,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature Xs3 showing fluctuation and deviation from normal — possible motor winding issue or overheating,False,1,12483.98733139038,1634,86
llama3_2_3b__production,A07-consequence,Machine 2 motor temperature keeps wandering well away from its usual reading and we had to ease off the feed,1,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature Xs3 showing fluctuation and deviation from normal — possible motor winding issue or overheating,False,1,11442.217111587524,1634,86
llama3_2_3b__production,A07-consequence,Machine 2 motor temperature keeps wandering well away from its usual reading and we had to ease off the feed,2,Xs3,MEDIUM,0.83,[llama3.2:3b] Motor temperature Xs3 showing fluctuation and deviation from normal — possible motor winding issue or overheating,False,1,11376.45149230957,1634,86
llama3_2_3b__production,A07-hinglish,"Machine 2 ke motor ka temperature ajeeb behave kar raha hai, aaj dekhna padega",0,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing elevated reading — possible overheating issue,False,1,8103.918790817261,1636,65
llama3_2_3b__production,A07-hinglish,"Machine 2 ke motor ka temperature ajeeb behave kar raha hai, aaj dekhna padega",1,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing elevated reading — possible overheating issue,False,1,8304.190397262573,1636,65
llama3_2_3b__production,A07-hinglish,"Machine 2 ke motor ka temperature ajeeb behave kar raha hai, aaj dekhna padega",2,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing elevated reading — possible overheating issue,False,1,9107.267141342163,1636,65
llama3_2_3b__production,A07-sms,"M2 motor temp acting odd, off normal, check today",0,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing elevated reading — possible motor issue,False,1,9565.629243850708,1625,64
llama3_2_3b__production,A07-sms,"M2 motor temp acting odd, off normal, check today",1,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing elevated reading — possible motor issue,False,1,10420.227527618408,1625,64
llama3_2_3b__production,A07-sms,"M2 motor temp acting odd, off normal, check today",2,Xs3,MEDIUM,0.73,[llama3.2:3b] Motor temperature Xs3 showing elevated reading — possible motor issue,False,1,9361.031293869019,1625,64
llama3_2_3b__production,A08-original,oil pressure surge on Machine 3,0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue on Machine 3,False,1,10875.764846801758,1620,70
llama3_2_3b__production,A08-original,oil pressure surge on Machine 3,1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue on Machine 3,False,1,9297.043085098267,1620,70
llama3_2_3b__production,A08-original,oil pressure surge on Machine 3,2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic issue on Machine 3,False,1,9125.058889389038,1620,70
llama3_2_3b__production,A08-shopfloor,"Machine 3 oil pressure kicked up hard a couple of times, get maintenance to look at it",0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic surge,False,1,8447.037696838379,1632,64
llama3_2_3b__production,A08-shopfloor,"Machine 3 oil pressure kicked up hard a couple of times, get maintenance to look at it",1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic surge,False,1,8796.464681625366,1632,64
llama3_2_3b__production,A08-shopfloor,"Machine 3 oil pressure kicked up hard a couple of times, get maintenance to look at it",2,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure sensor Xs4 showing spike — possible hydraulic surge,False,1,8675.172090530396,1632,64
llama3_2_3b__production,A08-consequence,"Machine 3 oil pressure jumped well above its normal band twice this morning, the line is still running",0,Xs4,HIGH,0.93,[llama3.2:3b] Oil pressure sensor Xs4 showing severe spike — possible hydraulic system issue,False,1,9360.159158706665,1633,68
llama3_2_3b__production,A08-consequence,"Machine 3 oil pressure jumped well above its normal band twice this morning, the line is still running",1,Xs4,HIGH,0.93,[llama3.2:3b] Oil pressure sensor Xs4 showing severe spike — possible hydraulic system issue,False,1,10891.792297363281,1633,68
llama3_2_3b__production,A08-consequence,"Machine 3 oil pressure jumped well above its normal band twice this morning, the line is still running",2,Xs4,HIGH,0.93,[llama3.2:3b] Oil pressure sensor Xs4 showing severe spike — possible hydraulic system issue,False,1,9425.369024276733,1633,68
llama3_2_3b__production,A08-hinglish,"Machine 3 ka oil pressure achanak bahut badh gaya, maintenance ko bulao",0,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure Xs4 showing elevated value — possible lube pressure issue,False,1,8912.198543548584,1633,66
llama3_2_3b__production,A08-hinglish,"Machine 3 ka oil pressure achanak bahut badh gaya, maintenance ko bulao",1,Xs4,MEDIUM,0.83,[llama3.2:3b] Oil pressure Xs4 showing elevated value — possible lube pressure issue,False,1,9814.719200134277,1633,66
