arm,bank_id,prompt,repeat,sensor_id,severity,spike_value,summary,fallback,attempts,latency_ms,input_tokens,output_tokens
gemini_2_5_flash__production,T02-typo50-v3,slihgt motor temp dxrift on Machine 2,0,Xs3,LOW,0.55,"[gemini-2.5-flash] Motor temperature sensor Xs3 shows a slight drift, indicating an early warning of thermal change.",False,1,4953.330993652344,1528.0,788.0
gemini_2_5_flash__production,T02-typo50-v3,slihgt motor temp dxrift on Machine 2,1,Xs3,LOW,0.55,"[gemini-2.5-flash] Motor temperature sensor Xs3 shows a slight drift, indicating an early warning of a thermal anomaly.",False,1,4217.122793197632,1528.0,644.0
gemini_2_5_flash__production,T02-typo50-v3,slihgt motor temp dxrift on Machine 2,2,Xs3,LOW,0.55,"[gemini-2.5-flash] Motor temperature sensor Xs3 shows a slight drift, indicating an early warning of a thermal anomaly.",False,1,4047.887802124024,1528.0,644.0
gemini_2_5_flash__production,T03-typo25-v1,subtle pressuer creep on Machine 3,0,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil Pressure sensor Xs4 shows a subtle increase, indicating an early warning of a pressure creep.",False,1,4076.2741565704346,1525.0,643.0
gemini_2_5_flash__production,T03-typo25-v1,subtle pressuer creep on Machine 3,1,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil Pressure sensor Xs4 shows a subtle increase, indicating an early warning of a pressure creep.",False,1,4590.198040008545,1525.0,643.0
gemini_2_5_flash__production,T03-typo25-v1,subtle pressuer creep on Machine 3,2,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil Pressure sensor Xs4 shows a subtle increase, indicating an early warning of a pressure creep.",False,1,5046.017169952393,1525.0,643.0
gemini_2_5_flash__production,T03-typo25-v2,subtpe pressure creep on Machine 3,0,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a subtle pressure creep, suggesting an early warning of a lubrication issue.",False,1,3542.006015777588,1525.0,522.0
gemini_2_5_flash__production,T03-typo25-v2,subtpe pressure creep on Machine 3,1,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a subtle pressure creep, suggesting an early warning of a lubrication issue.",False,1,3737.8318309783936,1525.0,522.0
gemini_2_5_flash__production,T03-typo25-v2,subtpe pressure creep on Machine 3,2,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a subtle pressure creep, suggesting an early warning of a lubrication issue.",False,1,3552.290678024292,1525.0,525.0
gemini_2_5_flash__production,T03-typo25-v3,subtlpe pressure creep on Machine 3,0,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a subtle, progressive pressure creep.",False,1,3969.484329223633,1526.0,610.0
gemini_2_5_flash__production,T03-typo25-v3,subtlpe pressure creep on Machine 3,1,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 showing subtle pressure creep, indicating an early warning sign.",False,1,3276.4060497283936,1526.0,392.0
gemini_2_5_flash__production,T03-typo25-v3,subtlpe pressure creep on Machine 3,2,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 showing subtle pressure creep, indicating an early warning sign.",False,1,3415.5848026275635,1526.0,392.0
gemini_2_5_flash__production,T03-typo50-v1,szubtle pressure creeo on Machine 3,0,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 shows a subtle pressure creep, indicating an early warning sign.",False,1,5566.298723220825,1527.0,916.0
gemini_2_5_flash__production,T03-typo50-v1,szubtle pressure creeo on Machine 3,1,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 shows a subtle pressure creep, indicating an early warning sign.",False,1,5183.807611465454,1527.0,916.0
gemini_2_5_flash__production,T03-typo50-v1,szubtle pressure creeo on Machine 3,2,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 shows a subtle pressure creep, indicating an early warning sign.",False,1,4527.125835418701,1527.0,716.0
gemini_2_5_flash__production,T03-typo50-v2,subtle pressurw rceep on Machine 3,0,Xs4,LOW,0.58,[gemini-2.5-flash] Oil pressure sensor Xs4 showing subtle creep — early warning of a potential lubricant pressure issue.,False,1,5048.9912033081055,1527.0,832.0
gemini_2_5_flash__production,T03-typo50-v2,subtle pressurw rceep on Machine 3,2,Xs4,LOW,0.58,[gemini-2.5-flash] Oil pressure sensor Xs4 showing subtle creep — early warning of a potential lubricant pressure issue.,False,1,5658.648490905762,1527.0,832.0
gemini_2_5_flash__production,T03-typo50-v3,eubtle pressure cree on Machine 3,0,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicating a subtle, progressive pressure creep.",False,1,3518.2085037231445,1526.0,423.0
gemini_2_5_flash__production,T03-typo50-v3,eubtle pressure cree on Machine 3,1,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicating a subtle, progressive pressure creep.",False,1,3325.6547451019287,1526.0,423.0
gemini_2_5_flash__production,T03-typo50-v3,eubtle pressure cree on Machine 3,2,Xs4,LOW,0.55,"[gemini-2.5-flash] Oil pressure sensor Xs4 showing a subtle pressure creep, indicating an early warning sign.",False,1,4258.579730987549,1526.0,342.0
gemini_2_5_flash__production,T04-typo25-v1,intermittent vibfation on Machine 4,0,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillations, indicating an early warning sign.",False,1,4430.317401885986,1525.0,498.0
gemini_2_5_flash__production,T04-typo25-v1,intermittent vibfation on Machine 4,1,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillations, indicating an early warning sign.",False,1,3720.415830612183,1525.0,502.0
gemini_2_5_flash__production,T04-typo25-v1,intermittent vibfation on Machine 4,2,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillations, indicating an early warning sign.",False,1,3323.478937149048,1525.0,502.0
gemini_2_5_flash__production,T04-typo25-v2,intermittent vibratiopn on Machine 4,0,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 shows intermittent low-level oscillation, indicating an early warning sign.",False,1,5044.837474822998,1526.0,865.0
gemini_2_5_flash__production,T04-typo25-v2,intermittent vibratiopn on Machine 4,1,Xs0,LOW,0.55,[gemini-2.5-flash] Intermittent vibration sensor Xs0 detected — early warning of potential imbalance.,False,1,3344.3734645843506,1526.0,478.0
gemini_2_5_flash__production,T04-typo25-v2,intermittent vibratiopn on Machine 4,2,Xs0,LOW,0.55,[gemini-2.5-flash] Intermittent vibration sensor Xs0 detected — early warning of potential imbalance.,False,1,3688.926696777344,1526.0,478.0
gemini_2_5_flash__production,T04-typo25-v3,intefmittent vibration on Machine 4,0,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillations, indicating an early warning sign.",False,1,3766.4012908935542,1525.0,599.0
gemini_2_5_flash__production,T04-typo25-v3,intefmittent vibration on Machine 4,1,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillation, indicating an early warning sign.",False,1,4072.523593902588,1525.0,681.0
gemini_2_5_flash__production,T04-typo25-v3,intefmittent vibration on Machine 4,2,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillations, indicating an early warning sign.",False,1,4109.093189239502,1525.0,599.0
gemini_2_5_flash__production,T04-typo50-v1,intermittent ibration on Machine 4,0,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillations, indicating an early warning sign.",False,1,4018.168210983277,1524.0,646.0
gemini_2_5_flash__production,T04-typo50-v1,intermittent ibration on Machine 4,1,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 indicates intermittent low-level oscillation, an early warning sign.",False,1,5455.181360244751,1524.0,602.0
gemini_2_5_flash__production,T04-typo50-v1,intermittent ibration on Machine 4,2,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillations, indicating an early warning sign.",False,1,4403.795003890991,1524.0,646.0
gemini_2_5_flash__production,T04-typo50-v2,intermittnet vibration on Machine 4,0,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillation, indicating an early warning sign.",False,1,5819.39435005188,1524.0,714.0
gemini_2_5_flash__production,T04-typo50-v2,intermittnet vibration on Machine 4,1,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillation, indicating an early warning sign.",False,1,4467.774629592896,1524.0,714.0
gemini_2_5_flash__production,T04-typo50-v2,intermittnet vibration on Machine 4,2,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillation, indicating an early warning sign.",False,1,4377.82883644104,1524.0,714.0
gemini_2_5_flash__production,T04-typo50-v3,intermittent vibraton on Machine 4,0,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillations, indicating an early warning sign.",False,1,4751.741886138916,1524.0,655.0
gemini_2_5_flash__production,T04-typo50-v3,intermittent vibraton on Machine 4,1,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 detected intermittent oscillations, indicating an early warning sign.",False,1,4332.033634185791,1524.0,655.0
gemini_2_5_flash__production,T04-typo50-v3,intermittent vibraton on Machine 4,2,Xs0,LOW,0.55,"[gemini-2.5-flash] Vibration X sensor Xs0 indicates intermittent oscillation, an early warning sign.",False,1,4060.492992401123,1524.0,665.0
gemini_2_5_flash__production,T05-typo25-v1,early sign of coolant fglow drop on Machine 5,0,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 indicates an early sign of a flow drop.,False,1,4655.712366104126,1528.0,732.0
gemini_2_5_flash__production,T05-typo25-v1,early sign of coolant fglow drop on Machine 5,1,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 indicates an early sign of a flow drop.,False,1,4509.465217590332,1528.0,732.0
gemini_2_5_flash__production,T05-typo25-v1,early sign of coolant fglow drop on Machine 5,2,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 indicates an early sign of a flow drop.,False,1,4429.743051528931,1528.0,732.0
gemini_2_5_flash__production,T05-typo25-v2,early sign of coolant flo drop on Machine 5,0,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 shows an early sign of a drop in flow rate.,False,1,6061.397314071655,1527.0,860.0
gemini_2_5_flash__production,T05-typo25-v2,early sign of coolant flo drop on Machine 5,1,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 shows an early sign of a drop in flow rate.,False,1,6236.510992050171,1527.0,860.0
gemini_2_5_flash__production,T05-typo25-v2,early sign of coolant flo drop on Machine 5,2,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 shows an early sign of a drop in flow rate.,False,1,4884.244680404663,1527.0,860.0
gemini_2_5_flash__production,T05-typo25-v3,early sign of coolant flwo drop on Machine 5,0,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 showing an early sign of a flow drop.,False,1,3652.955293655396,1528.0,456.0
gemini_2_5_flash__production,T05-typo25-v3,early sign of coolant flwo drop on Machine 5,1,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 shows an early sign of a flow rate drop.,False,1,4210.312366485596,1528.0,716.0
gemini_2_5_flash__production,T05-typo25-v3,early sign of coolant flwo drop on Machine 5,2,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 showing an early sign of a flow drop.,False,1,3076.054811477661,1528.0,456.0
gemini_2_5_flash__production,T05-typo50-v1,earyl sign of coolatn flow drpo on Machine 5,0,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 indicates an early sign of a drop in flow rate.,False,1,2727.200984954834,1531.0,321.0
gemini_2_5_flash__production,T05-typo50-v1,earyl sign of coolatn flow drpo on Machine 5,1,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 showing an early sign of a drop in flow rate.,False,1,2967.6520824432373,1531.0,346.0
gemini_2_5_flash__production,T05-typo50-v1,earyl sign of coolatn flow drpo on Machine 5,2,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 indicates an early sign of a drop in flow rate.,False,1,3047.5335121154785,1531.0,321.0
gemini_2_5_flash__production,T05-typo50-v2,earyl sin of coolant flo drop on Machine 5,0,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 shows an early sign of a flow rate drop.,False,1,9786.017417907717,1528.0,1531.0
gemini_2_5_flash__production,T05-typo50-v2,earyl sin of coolant flo drop on Machine 5,1,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 shows an early sign of a drop in flow rate.,False,1,6700.23250579834,1528.0,1257.0
gemini_2_5_flash__production,T05-typo50-v2,earyl sin of coolant flo drop on Machine 5,2,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 shows an early sign of a drop in flow rate.,False,1,6872.610807418823,1528.0,1257.0
gemini_2_5_flash__production,T05-typo50-v3,arly sign of coolajt flow dro on Machine 5,0,W3,LOW,0.48,[gemini-2.5-flash] Coolant flow sensor W3 shows an early sign of a drop in flow rate.,False,1,4900.097131729126,1529.0,760.0
gemini_2_5_flash__production,T05-typo50-v3,arly sign of coolajt flow dro on Machine 5,1,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 indicates an early warning of reduced flow.,False,1,3669.302225112915,1529.0,517.0
gemini_2_5_flash__production,T05-typo50-v3,arly sign of coolajt flow dro on Machine 5,2,W3,LOW,0.55,[gemini-2.5-flash] Coolant flow sensor W3 indicates an early warning of reduced flow.,False,1,3569.1628456115723,1529.0,517.0
gemini_2_5_flash__production,T06-typo25-v1,bearin temperature spike on Machine 1,0,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 detected a significant spike, indicating an abnormal thermal event.",False,1,3928.438186645508,1525.0,621.0
gemini_2_5_flash__production,T06-typo25-v1,bearin temperature spike on Machine 1,1,Xs2,MEDIUM,0.75,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows a sudden spike, indicating an abnormal thermal event.",False,1,3652.627229690552,1525.0,595.0
gemini_2_5_flash__production,T06-typo25-v1,bearin temperature spike on Machine 1,2,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 detected a significant spike, indicating an abnormal thermal event.",False,1,3994.409322738648,1525.0,621.0
gemini_2_5_flash__production,T06-typo25-v2,bearing temperature szpike on Machine 1,0,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows an abnormal spike, indicating elevated friction heat.",False,1,4581.091642379761,1525.0,619.0
gemini_2_5_flash__production,T06-typo25-v2,bearing temperature szpike on Machine 1,1,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows an abnormal spike, indicating elevated friction heat.",False,1,4075.814008712769,1525.0,619.0
gemini_2_5_flash__production,T06-typo25-v2,bearing temperature szpike on Machine 1,2,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows an abnormal spike, indicating elevated friction heat.",False,1,4311.328172683716,1525.0,619.0
gemini_2_5_flash__production,T06-typo25-v3,bearijg temperature spike on Machine 1,0,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows an abnormal spike, indicating elevated friction heat.",False,1,4644.436359405518,1526.0,698.0
gemini_2_5_flash__production,T06-typo25-v3,bearijg temperature spike on Machine 1,1,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows an abnormal spike, indicating elevated friction heat.",False,1,4235.258102416992,1526.0,698.0
gemini_2_5_flash__production,T06-typo25-v3,bearijg temperature spike on Machine 1,2,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows an abnormal spike, indicating elevated friction heat.",False,1,4258.571624755859,1526.0,698.0
gemini_2_5_flash__production,T06-typo50-v1,nearing temperatuer spike on Machine 1,0,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 is showing an elevated reading, indicating a potential thermal spike.",False,1,6000.407457351685,1525.0,991.0
gemini_2_5_flash__production,T06-typo50-v1,nearing temperatuer spike on Machine 1,1,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 is showing an elevated reading, indicating a potential thermal spike.",False,1,5343.852043151856,1525.0,991.0
gemini_2_5_flash__production,T06-typo50-v1,nearing temperatuer spike on Machine 1,2,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 is showing an elevated reading, indicating a potential thermal spike.",False,1,5210.753440856934,1525.0,991.0
gemini_2_5_flash__production,T06-typo50-v2,bearing tempdrature spiker on Machine 1,0,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 detected a significant spike, indicating an abnormal thermal event.",False,1,4107.125282287598,1527.0,671.0
gemini_2_5_flash__production,T06-typo50-v2,bearing tempdrature spiker on Machine 1,1,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 detected a sudden spike, indicating an abnormal thermal event.",False,1,5007.251501083374,1527.0,863.0
gemini_2_5_flash__production,T06-typo50-v2,bearing tempdrature spiker on Machine 1,2,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 detected a significant spike, indicating an abnormal thermal event.",False,1,4340.854644775391,1527.0,671.0
gemini_2_5_flash__production,T06-typo50-v3,earing temperatrue spike on Machine 1,0,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows a medium severity spike, indicating elevated friction heat.",False,1,5566.497325897217,1526.0,925.0
gemini_2_5_flash__production,T06-typo50-v3,earing temperatrue spike on Machine 1,1,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows a medium severity spike, indicating elevated friction heat.",False,1,6178.5032749176025,1526.0,925.0
gemini_2_5_flash__production,T06-typo50-v3,earing temperatrue spike on Machine 1,2,Xs2,MEDIUM,0.75,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows an elevated reading, indicating a potential friction heat issue.",False,1,3837.885618209839,1526.0,643.0
gemini_2_5_flash__production,T07-typo25-v1,otor temp anomaly on Machine 2,0,Xs3,MEDIUM,0.75,"[gemini-2.5-flash] Motor temperature sensor Xs3 detected an anomaly, indicating elevated motor winding heat.",False,1,2644.613265991211,1524.0,316.0
gemini_2_5_flash__production,T07-typo25-v1,otor temp anomaly on Machine 2,1,Xs3,MEDIUM,0.75,"[gemini-2.5-flash] Motor temperature sensor Xs3 shows an anomaly, indicating elevated thermal conditions.",False,1,4325.11305809021,1524.0,722.0
gemini_2_5_flash__production,T07-typo25-v1,otor temp anomaly on Machine 2,2,Xs3,MEDIUM,0.75,"[gemini-2.5-flash] Motor temperature sensor Xs3 shows an anomaly, indicating elevated thermal conditions.",False,1,4258.600950241089,1524.0,722.0
gemini_2_5_flash__production,T07-typo25-v2,motor temp anhomaly on Machine 2,0,Xs3,MEDIUM,0.78,"[gemini-2.5-flash] Motor temperature sensor Xs3 detected an anomaly, indicating elevated thermal conditions.",False,1,6298.331260681152,1526.0,913.0
