strategy,repeat,prompt_idx,prompt,true_mode,predicted_mode,p_true,brier,nll,top1_correct,update_mode,update_delta,update_conf,latency_ms,error
uniform,0,16,"blown fuse on the contactor, intermittent arcing reported",electrical,motor,0.3325400092746626,0.6457365189645304,1.1009950974795373,0,bearing,0.0,0.0,0.03880000440403819,
uniform,0,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.40348471228683114,0.4917805229156283,0.9076166797548717,1,bearing,0.0,0.0,0.0295999925583601,
uniform,0,18,"current draw on the main feed jumped, electrical issue suspected",electrical,oil_seal,0.28223466221055227,0.7345978547995204,1.2650164185784043,0,bearing,0.0,0.0,0.03779999678954482,
uniform,0,19,"noticeable amps spike, breaker tripped twice this shift",electrical,oil_seal,0.03670609928141733,1.2601511693640508,3.3048123447759807,0,bearing,0.0,0.0,0.030499999411404133,
uniform,1,0,the bearing is making a weird grinding noise,bearing,bearing,0.4384269999073003,0.4467385690682081,0.8245619578649653,1,bearing,0.0,0.0,0.032400013878941536,
uniform,1,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,bearing,0.3829248575469686,0.4831787140983735,0.9599165034444668,1,bearing,0.0,0.0,0.03689998993650079,
uniform,1,2,Machine 2 has a wobble I can feel through the panel,bearing,oil_seal,0.3041722144211493,0.7048181051110767,1.1901612431671127,0,bearing,0.0,0.0,0.03649998689070344,
uniform,1,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,motor,0.20563370480068593,0.8466486583224749,1.5816588249813368,0,bearing,0.0,0.0,0.03779999678954482,
uniform,1,4,motor is drawing way more current than usual,motor,electrical,0.3016122339019366,0.7380128650621839,1.1986130803356723,0,bearing,0.0,0.0,0.1324999611824751,
uniform,1,5,"Machine 1 stalls under load, torque feels off",motor,electrical,0.20673858435076098,1.1173361665474415,1.576300161351162,0,bearing,0.0,0.0,0.034400029107928276,
uniform,1,6,RPM is dropping intermittently on the conveyor motor,motor,electrical,0.1188761084925339,1.0108406916601618,2.1296734333017295,0,bearing,0.0,0.0,0.0412999652326107,
uniform,1,7,"noticeable hum from the winding, motor running hot",motor,coolant,0.2796287336926844,0.6909811312764773,1.2742925067614455,0,bearing,0.0,0.0,0.03559998003765941,
uniform,1,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.6992174643397144,0.16931142386644063,0.3577934773501801,1,bearing,0.0,0.0,0.031100003980100155,
uniform,1,9,there's a small oil leak under the gearbox seal,oil_seal,motor,0.14944567633283978,0.9674804973704144,1.9008223211970172,0,bearing,0.0,0.0,0.02800003858283162,
uniform,1,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,coolant,0.23400084338827898,0.7778301144239163,1.4524305594075164,0,bearing,0.0,0.0,0.03390002530068159,
uniform,1,11,"seal looks weeping, oil pooling under the housing",oil_seal,motor,0.16012498910670486,0.9660132290425582,1.8318005867951872,0,bearing,0.0,0.0,0.08990004425868392,
uniform,1,12,"the chiller is barely keeping up, coolant flow looks low",coolant,oil_seal,0.0788371216829641,1.4955207275059448,2.540371305697852,0,bearing,0.0,0.0,0.03130000550299883,
uniform,1,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,bearing,0.3075737217286188,0.6852350422525386,1.1790404750109915,0,bearing,0.0,0.0,0.03759999526664615,
uniform,1,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,oil_seal,0.24483144821036365,0.7977482025681732,1.40718527168326,0,bearing,0.0,0.0,0.03570003900676966,
uniform,1,15,coolant pump output is half what it normally is,coolant,coolant,0.44602342838836684,0.48896205204257015,0.8073837983229664,1,bearing,0.0,0.0,0.03430002834647894,
uniform,1,16,"blown fuse on the contactor, intermittent arcing reported",electrical,motor,0.2425464938918196,0.8452336897278356,1.4165618595929994,0,bearing,0.0,0.0,0.047600013203918934,
uniform,1,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.5397660909792313,0.2868959209919599,0.6166193981200879,1,bearing,0.0,0.0,0.03490003291517496,
uniform,1,18,"current draw on the main feed jumped, electrical issue suspected",electrical,oil_seal,0.09452138997522941,1.0767354825207662,2.3589291211512706,0,bearing,0.0,0.0,0.031999952625483274,
uniform,1,19,"noticeable amps spike, breaker tripped twice this shift",electrical,electrical,0.3828499933428302,0.5273979067133008,0.9601120288114592,1,bearing,0.0,0.0,0.04499999340623617,
uniform,2,0,the bearing is making a weird grinding noise,bearing,bearing,0.7047661455850036,0.11509783179407153,0.34988923958733126,1,bearing,0.0,0.0,0.03360002301633358,
uniform,2,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,oil_seal,0.24671726044756287,0.7847047373016464,1.3995122925616434,0,bearing,0.0,0.0,0.032599957194179296,
uniform,2,2,Machine 2 has a wobble I can feel through the panel,bearing,bearing,0.6120071357906576,0.1984438547853763,0.4910113367491296,1,bearing,0.0,0.0,0.03649998689070344,
uniform,2,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,bearing,0.6101075843478952,0.19288657536963916,0.49411996958231436,1,bearing,0.0,0.0,0.030700000934302807,
uniform,2,4,motor is drawing way more current than usual,motor,motor,0.40303485405138606,0.4795801885205864,0.9087322342953279,1,bearing,0.0,0.0,0.030399998649954796,
uniform,2,5,"Machine 1 stalls under load, torque feels off",motor,motor,0.47583085664279856,0.36494597097977755,0.7426928310874656,1,bearing,0.0,0.0,0.028499984182417393,
uniform,2,6,RPM is dropping intermittently on the conveyor motor,motor,electrical,0.24892998820746393,0.7351411788663562,1.3905835939112219,0,bearing,0.0,0.0,0.03200001083314419,
uniform,2,7,"noticeable hum from the winding, motor running hot",motor,motor,0.4917935690523,0.33178225653918936,0.70969622563304,1,bearing,0.0,0.0,0.031100003980100155,
uniform,2,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.5004833018800359,0.3489302034376581,0.6921810436604662,1,bearing,0.0,0.0,0.028099981136620045,
uniform,2,9,there's a small oil leak under the gearbox seal,oil_seal,coolant,0.259327106782182,0.7028770909788097,1.3496650535974404,0,bearing,0.0,0.0,0.03190001007169485,
uniform,2,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,electrical,0.28712063450619163,0.7649082707599364,1.2478528222462593,0,bearing,0.0,0.0,5.705000017769635,
uniform,2,11,"seal looks weeping, oil pooling under the housing",oil_seal,oil_seal,0.541036311513343,0.3814347650073298,0.614268883139728,1,bearing,0.0,0.0,0.03630004357546568,
uniform,2,12,"the chiller is barely keeping up, coolant flow looks low",coolant,electrical,0.1439598770748291,0.9850411511821192,1.9382206496558818,0,bearing,0.0,0.0,0.03459997242316604,
uniform,2,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,coolant,0.353182975134547,0.5520600937388147,1.040769013184893,1,bearing,0.0,0.0,0.0363999861292541,
uniform,2,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,motor,0.2827522866137665,0.7161784465815537,1.2631840769672669,0,bearing,0.0,0.0,0.033699965570122004,
uniform,2,15,coolant pump output is half what it normally is,coolant,coolant,0.3457673843621181,0.5812778413061808,1.0619890295505345,1,bearing,0.0,0.0,0.03200001083314419,
uniform,2,16,"blown fuse on the contactor, intermittent arcing reported",electrical,coolant,0.024556760128298515,1.3187748517175355,3.7067681010051787,0,bearing,0.0,0.0,0.037699996028095484,
uniform,2,17,"voltage spike took out the VFD, sparks at the panel",electrical,bearing,0.11940064350849923,1.0195788322655963,2.12527068851974,0,bearing,0.0,0.0,0.03920000744983554,
uniform,2,18,"current draw on the main feed jumped, electrical issue suspected",electrical,bearing,0.2586264961973194,0.7142266744839916,1.3523703577332824,0,bearing,0.0,0.0,0.03260001540184021,
uniform,2,19,"noticeable amps spike, breaker tripped twice this shift",electrical,electrical,0.4861001340862937,0.42424011111006077,0.721340639089799,1,bearing,0.0,0.0,0.028300040867179632,
keyword_only,0,0,the bearing is making a weird grinding noise,bearing,bearing,0.8719903350923754,0.020840646799102257,0.13697693874424227,1,bearing,0.3,0.5,3.3662000205367804,
keyword_only,0,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,bearing,0.47779704995085137,0.35154220451717344,0.7385692183437887,1,bearing,0.3,0.5,0.26459997752681375,
keyword_only,0,2,Machine 2 has a wobble I can feel through the panel,bearing,electrical,0.3059220599504069,0.6828000408102018,1.184424915517272,0,bearing,0.3,0.5,0.2106999745592475,
keyword_only,0,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,bearing,0.8681956863137522,0.023135128509157533,0.14133814466877953,1,bearing,0.3,0.5,0.28929999098181725,
keyword_only,0,4,motor is drawing way more current than usual,motor,motor,0.589752860294209,0.2239652924771362,0.5280517106947379,1,motor,0.3,0.5,0.31670002499595284,
keyword_only,0,5,"Machine 1 stalls under load, torque feels off",motor,motor,0.4911181460048234,0.34888296641664684,0.711070556904996,1,motor,0.3,0.5,0.2764000091701746,
keyword_only,0,6,RPM is dropping intermittently on the conveyor motor,motor,motor,0.7087752848085696,0.15955943606154938,0.3442167493616076,1,motor,0.3,0.5,0.2877999795600772,
keyword_only,0,7,"noticeable hum from the winding, motor running hot",motor,motor,0.6064320545068664,0.20164909330218705,0.5001625857164911,1,motor,0.3,0.5,0.28520001797005534,
keyword_only,0,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.5017812672478458,0.34426284199856005,0.6895909768589427,1,oil_seal,0.3,0.5,0.34440000308677554,
keyword_only,0,9,there's a small oil leak under the gearbox seal,oil_seal,oil_seal,0.38472468882631633,0.49481386442502684,0.9552272944536123,1,oil_seal,0.3,0.5,0.33980002626776695,
keyword_only,0,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,oil_seal,0.5925070143190392,0.2205498146731211,0.5233925675297791,1,oil_seal,0.3,0.5,0.3257999778725207,
keyword_only,0,11,"seal looks weeping, oil pooling under the housing",oil_seal,oil_seal,0.7669267787991982,0.07352952520053821,0.26536394657972245,1,oil_seal,0.3,0.5,0.29369996627792716,
keyword_only,0,12,"the chiller is barely keeping up, coolant flow looks low",coolant,coolant,0.7755654280929682,0.06575659102672232,0.2541629310101923,1,coolant,0.3,0.5,0.6570999976247549,
keyword_only,0,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,coolant,0.5074530373125025,0.3332712596948519,0.6783511096633023,1,coolant,0.3,0.5,0.3144999500364065,
keyword_only,0,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,electrical,0.24088045043165093,0.7470831353915753,1.4234545248683157,0,coolant,0.3,0.5,0.3937000292353332,
keyword_only,0,15,coolant pump output is half what it normally is,coolant,coolant,0.7609036168093897,0.07463724168736816,0.27324858248017814,1,coolant,0.3,0.5,0.2976000541821122,
keyword_only,0,16,"blown fuse on the contactor, intermittent arcing reported",electrical,electrical,0.6658723974386644,0.1618190253725047,0.40665722223593925,1,electrical,0.3,0.5,0.3073000116273761,
keyword_only,0,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.7301390344337119,0.10064873190059648,0.31452030484617455,1,electrical,0.3,0.5,0.47119997907429934,
keyword_only,0,18,"current draw on the main feed jumped, electrical issue suspected",electrical,electrical,0.6113262639895881,0.21540465396571745,0.49212447871271303,1,electrical,0.3,0.5,0.3206999972462654,
keyword_only,0,19,"noticeable amps spike, breaker tripped twice this shift",electrical,oil_seal,0.1322601360690918,1.022548991150423,2.0229845679361214,0,electrical,0.3,0.5,1.0448999819345772,
keyword_only,1,0,the bearing is making a weird grinding noise,bearing,bearing,0.7574493116990323,0.08333856791196871,0.2777986590863402,1,bearing,0.3,0.5,0.34600001526996493,
keyword_only,1,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,bearing,0.7128246255750187,0.104646831030659,0.33851985575812665,1,bearing,0.3,0.5,0.3152000135742128,
keyword_only,1,2,Machine 2 has a wobble I can feel through the panel,bearing,bearing,0.6361716442940251,0.1926932959075837,0.45228687108788346,1,bearing,0.3,0.5,0.2908000024035573,
keyword_only,1,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,bearing,0.5087106514283796,0.323844334559985,0.6758758888462258,1,bearing,0.3,0.5,1.0633000056259334,
keyword_only,1,4,motor is drawing way more current than usual,motor,motor,0.6333608201308559,0.2033988213283814,0.456715003230862,1,motor,0.3,0.5,0.5746000097133219,
keyword_only,1,5,"Machine 1 stalls under load, torque feels off",motor,motor,0.5103976651536475,0.4256358064042549,0.6725651215042469,1,motor,0.3,0.5,1.296199974603951,
keyword_only,1,6,RPM is dropping intermittently on the conveyor motor,motor,motor,0.3505045744955488,0.5492384780577215,1.048381521250153,1,motor,0.3,0.5,0.3046999918296933,
keyword_only,1,7,"noticeable hum from the winding, motor running hot",motor,motor,0.6082567448246685,0.20434145452941221,0.49715820847794207,1,motor,0.3,0.5,0.4317000275477767,
keyword_only,1,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.9028998423650996,0.017644968993261723,0.10214364825604899,1,oil_seal,0.3,0.5,0.2799999783746898,
keyword_only,1,9,there's a small oil leak under the gearbox seal,oil_seal,oil_seal,0.412737293435567,0.46121449810617704,0.884943981790679,1,oil_seal,0.3,0.5,0.3188000409863889,
keyword_only,1,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,oil_seal,0.549942410169311,0.2685124025686589,0.5979417150210387,1,oil_seal,0.3,0.5,0.305800000205636,
keyword_only,1,11,"seal looks weeping, oil pooling under the housing",oil_seal,oil_seal,0.4326606235353333,0.44079799303020223,0.8378016376594083,1,oil_seal,0.3,0.5,0.28450001263991,
keyword_only,1,12,"the chiller is barely keeping up, coolant flow looks low",coolant,oil_seal,0.25503080331120725,0.9781291723750718,1.3663709438202651,0,coolant,0.3,0.5,0.29550003819167614,
keyword_only,1,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,coolant,0.639871713689463,0.18535612866332407,0.44648757008089063,1,coolant,0.3,0.5,0.46600005589425564,
keyword_only,1,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,coolant,0.5646174609175489,0.2651673558652107,0.5716068374674685,1,coolant,0.3,0.5,0.31919998582452536,
keyword_only,1,15,coolant pump output is half what it normally is,coolant,coolant,0.7630624814289897,0.08944581598009656,0.2704153618905326,1,coolant,0.3,0.5,0.3021999727934599,
keyword_only,1,16,"blown fuse on the contactor, intermittent arcing reported",electrical,electrical,0.5615673789918225,0.2831852039068559,0.5770235137983554,1,electrical,0.3,0.5,0.2972999936901033,
keyword_only,1,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.8242911417245392,0.041817152869032356,0.1932314841424633,1,electrical,0.3,0.5,0.32220000866800547,
keyword_only,1,18,"current draw on the main feed jumped, electrical issue suspected",electrical,electrical,0.29455914145905676,0.6535425284479287,1.222275476157182,1,electrical,0.3,0.5,0.31050003599375486,
keyword_only,1,19,"noticeable amps spike, breaker tripped twice this shift",electrical,electrical,0.7127597624473293,0.1142477037848114,0.3386108544086157,1,electrical,0.3,0.5,0.31179998768493533,
keyword_only,2,0,the bearing is making a weird grinding noise,bearing,bearing,0.9052005257650839,0.011867156970919338,0.09959878439538927,1,bearing,0.3,0.5,0.28819998260587454,
keyword_only,2,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,bearing,0.5671166460139415,0.25913854359668764,0.5671902715205357,1,bearing,0.3,0.5,0.40989997796714306,
keyword_only,2,2,Machine 2 has a wobble I can feel through the panel,bearing,bearing,0.8631911369918467,0.024672811750490877,0.14711913270926708,1,bearing,0.3,0.5,0.32839999767020345,
keyword_only,2,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,bearing,0.8622445389901838,0.024078535956229483,0.14821636062660717,1,bearing,0.3,0.5,0.3111000405624509,
keyword_only,2,4,motor is drawing way more current than usual,motor,motor,0.7297705340997999,0.09827174978473183,0.31502513110347236,1,motor,0.3,0.5,0.2840000088326633,
keyword_only,2,5,"Machine 1 stalls under load, torque feels off",motor,motor,0.7840697228693627,0.06193166483632475,0.24325733035463565,1,motor,0.3,0.5,0.2906000008806586,
keyword_only,2,6,RPM is dropping intermittently on the conveyor motor,motor,motor,0.5700284367302872,0.2409291641616432,0.562069030397452,1,motor,0.3,0.5,0.6414999952539802,
keyword_only,2,7,"noticeable hum from the winding, motor running hot",motor,motor,0.79469564843971,0.05414634586339316,0.22979606977804945,1,motor,0.3,0.5,0.21609995746985078,
keyword_only,2,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.800309133917219,0.05576413161026288,0.22275720855766062,1,oil_seal,0.3,0.5,0.21689996356144547,
keyword_only,2,9,there's a small oil leak under the gearbox seal,oil_seal,oil_seal,0.5834191930242251,0.2223437881738844,0.5388493235222553,1,oil_seal,0.3,0.5,0.2389000146649778,
keyword_only,2,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,oil_seal,0.6170119501499217,0.22077389255285734,0.48286688711208625,1,oil_seal,0.3,0.5,0.25340000865980983,
keyword_only,2,11,"seal looks weeping, oil pooling under the housing",oil_seal,oil_seal,0.8250306411437168,0.055435455442285425,0.19233475255689494,1,oil_seal,0.3,0.5,0.30230003176257014,
keyword_only,2,12,"the chiller is barely keeping up, coolant flow looks low",coolant,coolant,0.40215636548086175,0.4804424263563689,0.9109142971340263,1,coolant,0.3,0.5,0.2723000361584127,
keyword_only,2,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,coolant,0.6859423843312261,0.13014938741563956,0.37696164263878473,1,coolant,0.3,0.5,0.3899000003002584,
keyword_only,2,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,coolant,0.611932881749012,0.20965083344391844,0.4911326728287947,1,coolant,0.3,0.5,0.3334000357426703,
keyword_only,2,15,coolant pump output is half what it normally is,coolant,coolant,0.678873055404781,0.14004669987168092,0.38732112706904126,1,coolant,0.3,0.5,0.20359997870400548,
keyword_only,2,16,"blown fuse on the contactor, intermittent arcing reported",electrical,coolant,0.09148715607363284,1.1440072931546679,2.3915566873335306,0,electrical,0.3,0.5,0.22769998759031296,
keyword_only,2,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.35164327431725056,0.5527033838947107,1.0451380424816807,1,electrical,0.3,0.5,0.1976999919861555,
keyword_only,2,18,"current draw on the main feed jumped, electrical issue suspected",electrical,electrical,0.5825316365411183,0.22646916747797427,0.540371783358534,1,electrical,0.3,0.5,0.19869999960064888,
keyword_only,2,19,"noticeable amps spike, breaker tripped twice this shift",electrical,electrical,0.7909531864203846,0.07020076154407534,0.23451649574665634,1,electrical,0.3,0.5,0.2690000110305846,
keyword_regex,0,0,the bearing is making a weird grinding noise,bearing,bearing,0.8719903350923754,0.020840646799102257,0.13697693874424227,1,bearing,0.3,0.65,6.9015000481158495,
keyword_regex,0,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,bearing,0.47779704995085137,0.35154220451717344,0.7385692183437887,1,bearing,0.3,0.65,0.5101999850012362,
keyword_regex,0,2,Machine 2 has a wobble I can feel through the panel,bearing,electrical,0.3059220599504069,0.6828000408102018,1.184424915517272,0,bearing,0.3,0.65,0.8217999711632729,
keyword_regex,0,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,bearing,0.7800674660366667,0.06441568420433146,0.24837486812016601,1,bearing,0.15,0.5,0.514600018505007,
keyword_regex,0,4,motor is drawing way more current than usual,motor,motor,0.589752860294209,0.2239652924771362,0.5280517106947379,1,motor,0.3,0.65,0.3053999971598387,
keyword_regex,0,5,"Machine 1 stalls under load, torque feels off",motor,motor,0.4911181460048234,0.34888296641664684,0.711070556904996,1,motor,0.3,0.65,0.3716999781318009,
keyword_regex,0,6,RPM is dropping intermittently on the conveyor motor,motor,motor,0.7087752848085696,0.15955943606154938,0.3442167493616076,1,motor,0.3,0.65,0.4428999964147806,
keyword_regex,0,7,"noticeable hum from the winding, motor running hot",motor,motor,0.6064320545068664,0.20164909330218705,0.5001625857164911,1,motor,0.3,0.65,0.3792999777942896,
keyword_regex,0,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.5017812672478458,0.34426284199856005,0.6895909768589427,1,oil_seal,0.3,0.65,0.35069999285042286,
keyword_regex,0,9,there's a small oil leak under the gearbox seal,oil_seal,motor,0.2518855697205998,0.7315414623208863,1.3787803830103953,0,oil_seal,0.15,0.5,0.3793999785557389,
keyword_regex,0,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,oil_seal,0.5925070143190392,0.2205498146731211,0.5233925675297791,1,oil_seal,0.3,0.65,0.4045999958179891,
keyword_regex,0,11,"seal looks weeping, oil pooling under the housing",oil_seal,oil_seal,0.7669267787991982,0.07352952520053821,0.26536394657972245,1,oil_seal,0.3,0.65,0.41290000081062317,
keyword_regex,0,12,"the chiller is barely keeping up, coolant flow looks low",coolant,coolant,0.7755654280929682,0.06575659102672232,0.2541629310101923,1,coolant,0.3,0.65,0.40469999657943845,
keyword_regex,0,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,coolant,0.5074530373125025,0.3332712596948519,0.6783511096633023,1,coolant,0.3,0.65,0.3754999488592148,
keyword_regex,0,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,electrical,0.24088045043165093,0.7470831353915753,1.4234545248683157,0,coolant,0.3,0.65,0.5646999925374985,
keyword_regex,0,15,coolant pump output is half what it normally is,coolant,coolant,0.7609036168093897,0.07463724168736816,0.27324858248017814,1,coolant,0.3,0.65,0.3070999518968165,
keyword_regex,0,16,"blown fuse on the contactor, intermittent arcing reported",electrical,electrical,0.51762666360974,0.33726514396465657,0.6585010231930701,1,electrical,0.15,0.5,0.4178000381216407,
keyword_regex,0,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.7301390344337119,0.10064873190059648,0.31452030484617455,1,electrical,0.3,0.65,0.31849998049438,
keyword_regex,0,18,"current draw on the main feed jumped, electrical issue suspected",electrical,electrical,0.6113262639895881,0.21540465396571745,0.49212447871271303,1,electrical,0.3,0.65,0.40790002094581723,
keyword_regex,0,19,"noticeable amps spike, breaker tripped twice this shift",electrical,oil_seal,0.1322601360690918,1.022548991150423,2.0229845679361214,0,electrical,0.3,0.65,0.2518999972380698,
keyword_regex,1,0,the bearing is making a weird grinding noise,bearing,bearing,0.7574493116990323,0.08333856791196871,0.2777986590863402,1,bearing,0.3,0.65,0.4466000245884061,
keyword_regex,1,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,bearing,0.7128246255750187,0.104646831030659,0.33851985575812665,1,bearing,0.3,0.65,0.3208999987691641,
keyword_regex,1,2,Machine 2 has a wobble I can feel through the panel,bearing,bearing,0.6361716442940251,0.1926932959075837,0.45228687108788346,1,bearing,0.3,0.65,0.304899993352592,
keyword_regex,1,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,bearing,0.3579683384510517,0.5530628637943842,1.0273107365733525,1,bearing,0.15,0.5,0.33980002626776695,
keyword_regex,1,4,motor is drawing way more current than usual,motor,motor,0.6333608201308559,0.2033988213283814,0.456715003230862,1,motor,0.3,0.65,0.5054000066593289,
keyword_regex,1,5,"Machine 1 stalls under load, torque feels off",motor,motor,0.5103976651536475,0.4256358064042549,0.6725651215042469,1,motor,0.3,0.65,0.3415999817661941,
keyword_regex,1,6,RPM is dropping intermittently on the conveyor motor,motor,motor,0.3505045744955488,0.5492384780577215,1.048381521250153,1,motor,0.3,0.65,0.35689998185262084,
keyword_regex,1,7,"noticeable hum from the winding, motor running hot",motor,motor,0.6082567448246685,0.20434145452941221,0.49715820847794207,1,motor,0.3,0.65,0.2933000214397907,
keyword_regex,1,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.9028998423650996,0.017644968993261723,0.10214364825604899,1,oil_seal,0.3,0.65,0.32220000866800547,
keyword_regex,1,9,there's a small oil leak under the gearbox seal,oil_seal,motor,0.27454175161820965,0.7038221848657044,1.2926519289858915,0,oil_seal,0.15,0.5,0.31209998996928334,
keyword_regex,1,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,oil_seal,0.549942410169311,0.2685124025686589,0.5979417150210387,1,oil_seal,0.3,0.65,0.32900000223889947,
keyword_regex,1,11,"seal looks weeping, oil pooling under the housing",oil_seal,oil_seal,0.4326606235353333,0.44079799303020223,0.8378016376594083,1,oil_seal,0.3,0.65,0.3035000408999622,
keyword_regex,1,12,"the chiller is barely keeping up, coolant flow looks low",coolant,oil_seal,0.25503080331120725,0.9781291723750718,1.3663709438202651,0,coolant,0.3,0.65,0.5585999460890889,
keyword_regex,1,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,coolant,0.639871713689463,0.18535612866332407,0.44648757008089063,1,coolant,0.3,0.65,0.33629999961704016,
keyword_regex,1,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,coolant,0.5646174609175489,0.2651673558652107,0.5716068374674685,1,coolant,0.3,0.65,0.27840002439916134,
keyword_regex,1,15,coolant pump output is half what it normally is,coolant,coolant,0.7630624814289897,0.08944581598009656,0.2704153618905326,1,coolant,0.3,0.65,0.3038999857380986,
