strategy,prompt,machine_id,rejected,rejection_reason,sensor_id,severity,spike_value,rul,status,capacity_pct,machine_req,dispatch,rubric_aggregate,rubric_machine_name,rubric_rul,rubric_action,rubric_capacity,rubric_no_hallucination,rubric_notes,latency_ms,repeat,spike_summary,severity_multiplier
keyword_only,slight motor temp drift on Machine 2,2,False,,Xs2,HIGH,0.93,8.628944396972656,OFFLINE,60.0,24.792,"[Floor Manager] Paint & Coat OFFLINE at RUL 8.6 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Paint & Coat workload to remaining online machines. Factory at 60.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 24.79.",5.0,5.0,5.0,5.0,5.0,5.0,,6.513833999633789,1,,
keyword_only,subtle pressure creep on Machine 3,3,False,,Xs4,HIGH,0.92,11.222400665283203,OFFLINE,40.0,37.188,"[Floor Manager] PCB Line OFFLINE at RUL 11.2 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute PCB Line workload to remaining online machines. Factory at 40.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 37.19.",5.0,5.0,5.0,5.0,5.0,5.0,,6.805896759033203,1,,
keyword_only,intermittent vibration on Machine 4,4,False,,Xs0,MEDIUM,0.88,29.44246482849121,DEGRADED,30.0,49.583,[Floor Manager] Final Assembly entering DEGRADED status at RUL 29.4 — reduce to 50% load. Schedule maintenance window within the next shift cycle. Inspect upstream conditions before restoring full operation. Factory at 30.0% capacity — ΣPD/T at 49.58.,5.0,5.0,5.0,5.0,5.0,5.0,,9.917020797729492,1,,
keyword_only,early sign of coolant flow drop on Machine 5,5,False,,W3,HIGH,0.91,20.066207885742188,DEGRADED,20.0,74.375,[Floor Manager] QC & Pack entering DEGRADED status at RUL 20.1 — reduce to 50% load. Schedule maintenance window within the next shift cycle. Inspect upstream conditions before restoring full operation. Factory at 20.0% capacity — ΣPD/T at 74.38.,5.0,5.0,5.0,5.0,5.0,5.0,,6.824731826782227,1,,
keyword_only,bearing temperature spike on Machine 1,1,False,,Xs2,HIGH,0.93,8.79477596282959,OFFLINE,20.0,74.375,"[Floor Manager] Metal Press OFFLINE at RUL 8.8 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Metal Press workload to remaining online machines. Factory at 20.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 74.38.",5.0,5.0,5.0,5.0,5.0,5.0,,5.567789077758789,1,,
keyword_only,motor temp anomaly on Machine 2,2,False,,Xs2,HIGH,0.93,8.402226448059082,OFFLINE,20.0,74.375,"[Floor Manager] Paint & Coat OFFLINE at RUL 8.4 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Paint & Coat workload to remaining online machines. Factory at 20.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 74.38.",5.0,5.0,5.0,5.0,5.0,5.0,,7.2612762451171875,1,,
keyword_only,oil pressure surge on Machine 3,3,False,,Xs4,HIGH,0.92,12.931283950805664,OFFLINE,20.0,74.375,"[Floor Manager] PCB Line OFFLINE at RUL 12.9 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute PCB Line workload to remaining online machines. Factory at 20.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 74.38.",5.0,5.0,5.0,5.0,5.0,5.0,,6.523847579956055,1,,
keyword_only,vibration above normal on Machine 4,4,False,,Xs0,MEDIUM,0.88,30.9077262878418,ONLINE,30.0,49.583,[Floor Manager] Final Assembly is ONLINE and operating nominally. No immediate action required — continue monitoring. RUL at 30.9 cycles — next scheduled inspection on-cycle. Factory at 30.0% capacity — all systems healthy.,5.0,5.0,5.0,5.0,5.0,5.0,,8.544206619262695,1,,
keyword_only,coolant flow disruption on Machine 5,5,False,,W3,HIGH,0.91,20.30648803710937,DEGRADED,30.0,49.583,[Floor Manager] QC & Pack entering DEGRADED status at RUL 20.3 — reduce to 50% load. Schedule maintenance window within the next shift cycle. Inspect upstream conditions before restoring full operation. Factory at 30.0% capacity — ΣPD/T at 49.58.,5.0,5.0,5.0,5.0,5.0,5.0,,8.320331573486328,1,,
keyword_only,catastrophic bearing failure on Machine 1,1,False,,Xs2,HIGH,0.93,8.266650199890137,OFFLINE,30.0,49.583,"[Floor Manager] Metal Press OFFLINE at RUL 8.3 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Metal Press workload to remaining online machines. Factory at 30.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 49.58.",5.0,5.0,5.0,5.0,5.0,5.0,,8.736133575439453,1,,
keyword_only,complete motor breakdown on Machine 2,2,False,,Xs2,HIGH,0.93,7.959599018096924,OFFLINE,30.0,49.583,"[Floor Manager] Paint & Coat OFFLINE at RUL 8.0 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Paint & Coat workload to remaining online machines. Factory at 30.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 49.58.",5.0,5.0,5.0,5.0,5.0,5.0,,7.891178131103516,1,,
keyword_only,oil pressure rupture on Machine 3,3,False,,Xs4,HIGH,0.92,11.038484573364258,OFFLINE,30.0,49.583,"[Floor Manager] PCB Line OFFLINE at RUL 11.0 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute PCB Line workload to remaining online machines. Factory at 30.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 49.58.",5.0,5.0,5.0,5.0,5.0,5.0,,9.894847869873049,1,,
keyword_only,explosion in Machine 4,4,False,,Xs2,HIGH,0.93,8.015327453613281,OFFLINE,10.0,148.75,"[Floor Manager] Final Assembly OFFLINE at RUL 8.0 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Final Assembly workload to remaining online machines. Factory at 10.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 148.75.",5.0,5.0,5.0,5.0,5.0,5.0,,8.372783660888672,1,,
keyword_only,shaft lock on Machine 5,5,False,,Xs2,HIGH,0.93,8.740082740783691,OFFLINE,0.0,inf,"[Floor Manager] QC & Pack OFFLINE at RUL 8.7 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute QC & Pack workload to remaining online machines. Factory at 0.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at inf.",5.0,5.0,5.0,5.0,5.0,5.0,,6.178140640258789,1,,
keyword_only,bearing overheat on metal press,1,False,,Xs2,HIGH,0.93,7.677765846252441,OFFLINE,0.0,inf,"[Floor Manager] Metal Press OFFLINE at RUL 7.7 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Metal Press workload to remaining online machines. Factory at 0.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at inf.",5.0,5.0,5.0,5.0,5.0,5.0,,8.579730987548828,1,,
keyword_only,oil pressure surge on QC line,5,False,,Xs4,HIGH,0.92,13.46386432647705,OFFLINE,0.0,inf,"[Floor Manager] QC & Pack OFFLINE at RUL 13.5 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute QC & Pack workload to remaining online machines. Factory at 0.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at inf.",5.0,5.0,5.0,5.0,5.0,5.0,,6.138801574707031,1,,
keyword_only,catastrophic failure on paint and coat,2,False,,Xs2,HIGH,0.93,8.31347942352295,OFFLINE,0.0,inf,"[Floor Manager] Paint & Coat OFFLINE at RUL 8.3 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Paint & Coat workload to remaining online machines. Factory at 0.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at inf.",5.0,5.0,5.0,5.0,5.0,5.0,,5.786895751953125,1,,
keyword_only,hi,1,True,"Input too short. Describe a machine fault e.g., 'bearing temperature spike on Machine 4'.",,,,,REJECTED,,,,,,,,,,,0.0047683715820312,1,,
keyword_only,what is the weather today,1,True,"Unrecognized fault type. Try something like: 'high pressure in compressor', 'bearing overheat on Machine 3', or 'vibration spike on Metal Press'.",,,,,REJECTED,,,,,,,,,,,0.0178813934326171,1,,
keyword_only,minor bearing wobble on Machine 1,1,False,,Xs2,HIGH,0.93,7.473235607147217,OFFLINE,80.0,18.594,"[Floor Manager] Metal Press OFFLINE at RUL 7.5 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Metal Press workload to remaining online machines. Factory at 80.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 18.59.",5.0,5.0,5.0,5.0,5.0,5.0,,5.972862243652344,2,,
keyword_only,slight motor temp drift on Machine 2,2,False,,Xs2,HIGH,0.93,7.2474045753479,OFFLINE,60.0,24.792,"[Floor Manager] Paint & Coat OFFLINE at RUL 7.2 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Paint & Coat workload to remaining online machines. Factory at 60.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 24.79.",5.0,5.0,5.0,5.0,5.0,5.0,,5.453586578369141,2,,
keyword_only,subtle pressure creep on Machine 3,3,False,,Xs4,HIGH,0.92,14.290850639343262,OFFLINE,40.0,37.188,"[Floor Manager] PCB Line OFFLINE at RUL 14.3 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute PCB Line workload to remaining online machines. Factory at 40.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 37.19.",5.0,5.0,5.0,5.0,5.0,5.0,,6.388187408447266,2,,
keyword_only,intermittent vibration on Machine 4,4,False,,Xs0,MEDIUM,0.88,29.189842224121094,DEGRADED,30.0,49.583,[Floor Manager] Final Assembly entering DEGRADED status at RUL 29.2 — reduce to 50% load. Schedule maintenance window within the next shift cycle. Inspect upstream conditions before restoring full operation. Factory at 30.0% capacity — ΣPD/T at 49.58.,5.0,5.0,5.0,5.0,5.0,5.0,,6.273508071899414,2,,
keyword_only,early sign of coolant flow drop on Machine 5,5,False,,W3,HIGH,0.91,20.80470848083496,DEGRADED,20.0,74.375,[Floor Manager] QC & Pack entering DEGRADED status at RUL 20.8 — reduce to 50% load. Schedule maintenance window within the next shift cycle. Inspect upstream conditions before restoring full operation. Factory at 20.0% capacity — ΣPD/T at 74.38.,5.0,5.0,5.0,5.0,5.0,5.0,,6.238222122192383,2,,
keyword_only,bearing temperature spike on Machine 1,1,False,,Xs2,HIGH,0.93,8.612764358520508,OFFLINE,20.0,74.375,"[Floor Manager] Metal Press OFFLINE at RUL 8.6 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Metal Press workload to remaining online machines. Factory at 20.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 74.38.",5.0,5.0,5.0,5.0,5.0,5.0,,5.836248397827148,2,,
keyword_only,motor temp anomaly on Machine 2,2,False,,Xs2,HIGH,0.93,7.962507724761963,OFFLINE,20.0,74.375,"[Floor Manager] Paint & Coat OFFLINE at RUL 8.0 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Paint & Coat workload to remaining online machines. Factory at 20.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 74.38.",5.0,5.0,5.0,5.0,5.0,5.0,,5.678653717041016,2,,
keyword_only,oil pressure surge on Machine 3,3,False,,Xs4,HIGH,0.92,11.283909797668455,OFFLINE,20.0,74.375,"[Floor Manager] PCB Line OFFLINE at RUL 11.3 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute PCB Line workload to remaining online machines. Factory at 20.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 74.38.",5.0,5.0,5.0,5.0,5.0,5.0,,14.251470565795898,2,,
keyword_only,vibration above normal on Machine 4,4,False,,Xs0,MEDIUM,0.88,30.8594913482666,ONLINE,30.0,49.583,[Floor Manager] Final Assembly is ONLINE and operating nominally. No immediate action required — continue monitoring. RUL at 30.9 cycles — next scheduled inspection on-cycle. Factory at 30.0% capacity — all systems healthy.,5.0,5.0,5.0,5.0,5.0,5.0,,17.183542251586914,2,,
keyword_only,coolant flow disruption on Machine 5,5,False,,W3,HIGH,0.91,20.69136428833008,DEGRADED,30.0,49.583,[Floor Manager] QC & Pack entering DEGRADED status at RUL 20.7 — reduce to 50% load. Schedule maintenance window within the next shift cycle. Inspect upstream conditions before restoring full operation. Factory at 30.0% capacity — ΣPD/T at 49.58.,5.0,5.0,5.0,5.0,5.0,5.0,,8.72945785522461,2,,
keyword_only,catastrophic bearing failure on Machine 1,1,False,,Xs2,HIGH,0.93,7.57045841217041,OFFLINE,30.0,49.583,"[Floor Manager] Metal Press OFFLINE at RUL 7.6 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Metal Press workload to remaining online machines. Factory at 30.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 49.58.",5.0,5.0,5.0,5.0,5.0,5.0,,6.737709045410156,2,,
keyword_only,complete motor breakdown on Machine 2,2,False,,Xs2,HIGH,0.93,7.75983715057373,OFFLINE,30.0,49.583,"[Floor Manager] Paint & Coat OFFLINE at RUL 7.8 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Paint & Coat workload to remaining online machines. Factory at 30.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 49.58.",5.0,5.0,5.0,5.0,5.0,5.0,,18.290996551513672,2,,
keyword_only,oil pressure rupture on Machine 3,3,False,,Xs4,HIGH,0.92,11.784876823425291,OFFLINE,30.0,49.583,"[Floor Manager] PCB Line OFFLINE at RUL 11.8 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute PCB Line workload to remaining online machines. Factory at 30.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 49.58.",5.0,5.0,5.0,5.0,5.0,5.0,,7.08460807800293,2,,
keyword_only,explosion in Machine 4,4,False,,Xs2,HIGH,0.93,7.420405387878418,OFFLINE,10.0,148.75,"[Floor Manager] Final Assembly OFFLINE at RUL 7.4 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Final Assembly workload to remaining online machines. Factory at 10.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at 148.75.",5.0,5.0,5.0,5.0,5.0,5.0,,6.642341613769531,2,,
keyword_only,shaft lock on Machine 5,5,False,,Xs2,HIGH,0.93,7.646943092346191,OFFLINE,0.0,inf,"[Floor Manager] QC & Pack OFFLINE at RUL 7.6 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute QC & Pack workload to remaining online machines. Factory at 0.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at inf.",5.0,5.0,5.0,5.0,5.0,5.0,,6.342649459838867,2,,
keyword_only,bearing overheat on metal press,1,False,,Xs2,HIGH,0.93,7.893712520599365,OFFLINE,0.0,inf,"[Floor Manager] Metal Press OFFLINE at RUL 7.9 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Metal Press workload to remaining online machines. Factory at 0.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at inf.",5.0,5.0,5.0,5.0,5.0,5.0,,5.79524040222168,2,,
keyword_only,oil pressure surge on QC line,5,False,,Xs4,HIGH,0.92,13.22548484802246,OFFLINE,0.0,inf,"[Floor Manager] QC & Pack OFFLINE at RUL 13.2 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute QC & Pack workload to remaining online machines. Factory at 0.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at inf.",5.0,5.0,5.0,5.0,5.0,5.0,,6.8111419677734375,2,,
keyword_only,catastrophic failure on paint and coat,2,False,,Xs2,HIGH,0.93,8.354015350341797,OFFLINE,0.0,inf,"[Floor Manager] Paint & Coat OFFLINE at RUL 8.4 — mandatory shutdown initiated. Halt all production on this unit and dispatch maintenance crew immediately. Reroute Paint & Coat workload to remaining online machines. Factory at 0.0% capacity — breakeven risk ACTIVE, authorize overtime. ΣPD/T at inf.",5.0,5.0,5.0,5.0,5.0,5.0,,6.136178970336914,2,,
keyword_only,hi,1,True,"Input too short. Describe a machine fault e.g., 'bearing temperature spike on Machine 4'.",,,,,REJECTED,,,,,,,,,,,0.0042915344238281,2,,
keyword_only,what is the weather today,1,True,"Unrecognized fault type. Try something like: 'high pressure in compressor', 'bearing overheat on Machine 3', or 'vibration spike on Metal Press'.",,,,,REJECTED,,,,,,,,,,,0.0140666961669921,2,,
keyword_regex_severity,minor bearing wobble on Machine 1,1,False,,Xs2,LOW,0.55,69.16332244873047,ONLINE,100.0,14.875,[Floor Manager] Metal Press is ONLINE and operating nominally. No immediate action required — continue monitoring. RUL at 69.2 cycles — next scheduled inspection on-cycle. Factory at 100.0% capacity — all systems healthy.,5.0,5.0,5.0,5.0,5.0,5.0,,6.919384002685547,0,,
keyword_regex_severity,slight motor temp drift on Machine 2,2,False,,Xs2,LOW,0.55,73.8210220336914,ONLINE,100.0,14.875,[Floor Manager] Paint & Coat is ONLINE and operating nominally. No immediate action required — continue monitoring. RUL at 73.8 cycles — next scheduled inspection on-cycle. Factory at 100.0% capacity — all systems healthy.,5.0,5.0,5.0,5.0,5.0,5.0,,7.435798645019531,0,,
keyword_regex_severity,subtle pressure creep on Machine 3,3,False,,Xs4,LOW,0.55,76.18071746826172,ONLINE,100.0,14.875,[Floor Manager] PCB Line is ONLINE and operating nominally. No immediate action required — continue monitoring. RUL at 76.2 cycles — next scheduled inspection on-cycle. Factory at 100.0% capacity — all systems healthy.,5.0,5.0,5.0,5.0,5.0,5.0,,6.909847259521484,0,,
keyword_regex_severity,intermittent vibration on Machine 4,4,False,,Xs0,LOW,0.55,66.50858306884766,ONLINE,100.0,14.875,[Floor Manager] Final Assembly is ONLINE and operating nominally. No immediate action required — continue monitoring. RUL at 66.5 cycles — next scheduled inspection on-cycle. Factory at 100.0% capacity — all systems healthy.,5.0,5.0,5.0,5.0,5.0,5.0,,6.8531036376953125,0,,
keyword_regex_severity,early sign of coolant flow drop on Machine 5,5,False,,W3,LOW,0.55,76.37354278564453,ONLINE,100.0,14.875,[Floor Manager] QC & Pack is ONLINE and operating nominally. No immediate action required — continue monitoring. RUL at 76.4 cycles — next scheduled inspection on-cycle. Factory at 100.0% capacity — all systems healthy.,5.0,5.0,5.0,5.0,5.0,5.0,,7.921695709228516,0,,
